,SS02232_35c_r14,SS02232_35c_r09,SS02232_35c_r05,SS02232_35c_r02,SS02232_35c_r04,SS02232_35c_r13,SS02232_35c_r12,SS02232_35c_r03,SS02232_35c_r06,SS02232_35c_r10,SS02232_35c_r08,SS02232_35c_r01,SS02232_35c_r07,SS02232_35c_r11,SS00238_r6,SS00238_r3,SS00238_r2,SS00238_r4,SS00238_r1,SS00238_r7,SS00238_r5,50pg_CBqRNA_r3,50pg_CBqRNA_r5,50pg_CBqRNA_r1,50pg_CBqRNA_r2,50pg_CBqRNA_r6,50pg_CBqRNA_r4,50pg_CBqRNA_r7,50pg_CBqRNA_r8
FBgn0022029,0.476179592,0.645165869,7.277075877,0,27.18151934,2.016915467,71.62225052,38.71142183,0,1.662553924,0,32.72236228,18.3114066,2.278431637,7.694158072,8.351395837,6.021090809,0.064956901,13.15162492,7.988294799,11.56838057,6.870171319,10.35968207,41.38206355,33.90346507,28.93028658,5.128468127,10.6389911,17.65566696
FBgn0022069,51.90357554,1.935497607,41.84318629,145.3877234,0.578330199,6.0507464,86.66619355,15.48456873,49.66565173,59.85194126,24.07693733,23.50479544,18.3114066,143.5411931,3.205899196,13.46662579,3.051785752,20.59133775,14.11393894,12.80476666,2.979734388,25.19062817,34.12601152,30.83369441,13.83814901,18.21536563,8.205549003,21.27798221,29.1997569
FBgn0022097,793.3152004,554.8426473,464.5200101,353.9356874,185.6439938,817.2541471,866.6619355,340.6605121,342.7377407,601.428882,373.7159403,573.3326574,461.5413509,761.9075394,398.6001334,420.2839955,353.0173789,312.7025234,237.2905985,289.5756865,421.8953337,912.2060807,1015.248843,968.8271349,893.944426,841.6570411,1025.693625,1027.992515,713.6963836
FBgn0022153,10.95213062,3.870995214,4.851383918,19.66309374,0,6.857512587,0,0,6.711574558,0,10.9916453,6.452296787,3.756185969,10.48078553,0,15.55447475,24.24932463,5.261509015,4.009641745,2.114548623,5.60891179,3.053409475,14.01604044,6.491304087,15.91387136,2.142984191,7.179855377,23.27279304,17.65566696
FBgn0022160,258.5655185,78.71023601,109.7625611,134.0665483,80.38789763,115.7709478,144.8797122,158.4190494,144.5225721,80.63386531,138.7040955,81.11458818,217.3892629,161.7686462,49.26398432,46.66342424,49.07601413,44.43052057,37.4500539,96.21196235,89.21675315,98.47245557,100.5498554,79.51847506,64.34739289,82.50489136,99.49228166,68.48850524,125.6268611
FBgn0022213,6.190334697,0,0,59.58513256,46.8447461,0,1.308168959,2.97780168,68.90549879,0,26.17058405,39.63553741,22.06759257,0,5.236302021,14.09298047,5.938610113,5.456379719,3.849256075,22.90761008,5.258354803,2.290057106,14.01604044,6.491304087,31.82774272,23.03708006,9.231242628,18.61823443,28.52069278
FBgn0022224,0,0,0,0,0,7.26089568,0,21.44017209,0,0,0,6.452296787,0.469523246,43.74588743,7.587294765,8.038218493,24.16684393,19.68194113,20.04820872,22.43771039,15.59978591,9.923580794,9.750289005,8.114130108,1.383814901,0,8.205549003,0.664936944,11.54408994
FBgn0022238,110.949845,420.0029807,286.2316512,162.0715606,129.5459645,208.5490593,263.5960453,194.1526695,255.4872715,82.29641923,232.3947864,237.8132244,143.2045901,226.0204184,112.7407884,146.4626045,116.4627428,126.9257854,148.5973231,94.21488865,113.8433815,140.4568359,141.3791906,188.2478185,188.890734,181.6179102,198.9845633,146.2861277,158.9010026
FBgn0022288,0.476179592,0,0,0,0,51.63303595,0,0,0,1.246915443,37.16222936,0,3.286662723,0,13.78536654,13.36223334,0,0.194870704,4.651184424,16.91638899,3.768487609,2.290057106,7.922109816,2.434239033,10.37861176,4.82171443,2.051387251,15.95848666,2.037192342
FBgn0022338,0,93.54905099,35.77895639,31.58012025,0,0,0,4.168922351,15.21290233,0,27.7408191,0.921756684,37.09233644,5.468235929,21.37266131,24.32344037,22.51723001,16.95375127,21.17090841,19.73578715,16.82673537,15.26704738,35.9541907,17.03967323,70.57455995,20.89409586,29.74511513,50.53520775,29.1997569
FBgn0022343,35.71346941,38.70995214,37.59822536,2.383405302,0,79.06308629,0,51.21818889,20.13472367,54.03300253,0,72.81877803,0,23.69568903,9.083381057,35.07586251,23.01211419,26.37250198,16.76030249,20.67558654,28.21983744,19.08380922,9.750289005,27.58804237,17.98959371,25.71581029,29.74511513,9.309117216,25.80443633
FBgn0022344,172.3770123,89.67805578,123.1038669,216.8898825,193.1622864,172.6479639,138.6659097,240.6063757,82.77608621,262.68352,249.6673719,82.95810155,180.7664497,370.4729842,29.06681938,60.33883492,78.76906469,98.14987805,50.60167882,72.71697765,21.55925469,112.2127982,118.2222542,114.4092345,235.9404406,117.8641305,101.5436689,132.9873888,126.3059252
FBgn0022349,135.2350042,116.1298564,72.16433578,30.98426893,115.6660398,35.90109531,81.76055995,80.40064535,77.40682657,95.18121214,132.4231553,73.74053471,71.83705665,93.41569712,31.20408551,44.78436017,11.13489396,31.8938386,55.65382742,55.80058867,32.95235676,86.25881767,76.17413285,75.46141001,53.27687369,64.82527178,54.36176214,89.1015505,95.06897594
FBgn0022355,0,1.290331738,0,0,0,1.21014928,0.65408448,0,0,0.831276962,5.757528492,0,0,1.367058982,4.488258875,0,0,3.18288817,0,0,0.26291774,748.0853214,775.7573689,766.7852952,772.8606222,610.2147484,675.9320991,718.7968365,755.7983587
FBgn0022359,0,52.90360125,0,0,0,48.4059712,0,0,1.342314912,0,0,0,0,0,45.41690528,19.62578022,51.6329157,28.64599353,28.62884206,50.04431741,10.42907036,47.32784687,32.29783233,6.491304087,60.88785564,20.89409586,33.84788964,35.90659498,25.12537221
FBgn0022361,214.2808164,151.6139792,196.4810487,275.8791637,95.4244828,213.3896564,91.2447849,104.8186191,174.0535002,188.6998704,119.861275,137.8026242,145.5522063,204.603161,76.94158072,105.9583347,133.9486503,107.8284564,80.1928349,95.62458774,109.5490584,333.5849852,279.1020228,424.3690047,395.7710617,415.7389331,376.4295605,398.2972295,365.3364932
FBgn0022382,389.0387267,315.4861099,244.9948879,200.8018967,118.5576908,298.5034891,220.7535119,235.2463327,252.8026417,186.2060395,94.21410259,180.2034317,310.3548657,230.1215953,418.5835718,448.9919187,444.7359129,433.3924463,586.9313586,323.8783641,374.1319442,247.3261675,274.2268783,325.3766173,204.8046053,321.4476287,222.5755167,345.102274,404.7222118
FBgn0022699,20.95190205,13.54848325,15.16057474,32.17597158,28.33817974,12.50487589,19.29549215,8.933405039,2.237191519,29.92597063,26.69399574,17.97425534,3.286662723,0,5.770618554,11.06559948,11.38233605,5.846121128,10.42506854,11.27759266,9.640317138,12.2136379,18.28179188,20.28532527,20.06531606,38.03796939,43.07913226,17.28836054,24.4463081
FBgn0022700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0022702,0.476179592,0,0,0,0,0,27.79859038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32045685,23.76632945,12.98260817,29.75202037,23.5728261,14.35971075,19.28317138,28.52069278
FBgn0022709,92.85502046,328.3894273,158.2764003,181.138803,22.55487775,223.8776168,154.0368949,120.8987482,189.7138408,127.1853752,122.4783334,2.30439171,190.6264379,104.352169,77.04844402,53.5533258,50.31322457,48.26297776,17.96319502,70.25000426,68.0956947,118.3196172,115.1752889,163.9054282,152.9115466,151.6161315,128.2117032,111.0444697,159.5800668
FBgn0022710,60.47480819,0,0,0.595851326,2.313320795,0.806766187,0.32704224,0.595560336,0.894876608,0.415638481,36.63881768,30.87884891,4.695232461,0,0.427453226,4.07130547,0.164961392,6.170905635,8.420247664,7.048495411,3.943766102,25.95398054,40.21994214,32.45652043,31.13583527,56.78908107,25.64234063,57.84951413,43.46010329
FBgn0022724,0.476179592,50.96810364,0,0,0,0.806766187,0,0,0,27.01650126,1.046823362,5.069661761,24.88473204,0.455686327,0,5.11522995,11.46481675,11.82215606,0.080192835,12.80476666,7.799892957,6.10681895,9.750289005,15.41684721,0,4.82171443,7.179855377,0,2.037192342
FBgn0022740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0022764,47.14177962,91.61355339,0,114.4034545,44.53142531,17.74885611,32.70422398,56.57823191,36.24250261,41.5638481,37.68564104,17.05249865,103.2951141,33.2651019,18.27362542,21.50484428,27.63103316,8.834138593,28.54864922,23.26003485,18.22896332,28.24403765,59.11112709,39.75923753,56.04450349,51.43162059,82.05549003,63.83394663,76.05518075
FBgn0022768,40.95144492,49.03260604,3.638537938,1.191702651,27.75984954,0.806766187,20.60366111,153.6545667,7.159012862,198.2595554,0,0.921756684,42.72661539,100.7066784,20.62461816,16.49400678,0.329922784,12.47172507,20.85013707,17.5037636,14.98631119,62.59489424,23.15693639,27.58804237,22.83294587,46.60990616,87.18395815,36.57153192,37.34852626
FBgn0022770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0022772,0,0,0,0,0,20.97592085,0,0,0,32.83544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128468127,0,0
FBgn0022774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10681895,0,0,0,0,0,0,0
FBgn0022786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457856051,0,1.979536704,0.714525916,0.561349844,4.581522017,2.804455895,0,9.140895942,2.434239033,9.686704306,1.607238143,4.102774501,0,4.074384683
FBgn0022787,2.857077553,0.645165869,3.638537938,27.40916098,0,23.39621941,8.830140474,27.39577545,18.79240876,13.30043139,48.15387466,18.43513368,37.09233644,35.08784721,27.46386978,5.63719219,3.464189232,6.300819438,23.33611496,3.876672476,8.062810698,13.74034264,6.093930628,16.22826022,4.843352153,20.35834982,6.154161752,13.96367582,16.29753873
FBgn0022800,3.809436737,0,0,12.51287784,14.45825497,0,2.289295679,0,0,0,9.421410259,0,8.920941676,0,0,0,0,0,0,0.117474924,0,0,0,0,0,4.285968382,6.154161752,1.329873888,0
FBgn0022893,223.3282287,138.7106618,86.71848753,162.6674119,249.2603157,231.1385125,303.8222408,222.1440053,317.2337574,31.17288607,307.2426568,201.8647138,192.5045309,323.0816061,87.41418476,121.9303792,108.9569994,140.6316916,136.3278193,151.0727516,115.8590842,209.9219014,225.4754332,257.2179244,181.9716595,263.0513095,219.4984358,202.8057679,198.2867212
FBgn0022935,0,0,0,20.85479639,0,0,0,40.49810284,38.03225583,2.493830886,15.17893875,49.31398259,28.64091801,0,9.190244363,8.247003389,2.88682436,18.3828031,7.618319315,8.810619263,3.417930622,29.77074238,12.79725432,30.83369441,35.97918742,12.3221591,8.205549003,9.309117216,23.76724398
FBgn0022936,0,0.645165869,0,0,0,1.21014928,0,0,0,22.86011645,0,0,0,0,3.953942342,3.549343231,8.000627513,4.352112395,10.18449003,6.813545564,9.465038645,0.763352369,4.875144502,18.66249925,5.535259604,0.535746048,0,0,3.395320569
FBgn0022942,5.714155105,18.06464433,15.76699773,32.77182291,0.578330199,18.1522392,26.49042142,11.31564638,21.02960028,4.15638481,50.77093307,4.147905077,0,28.70823863,9.29710767,27.14203647,15.17644807,7.535000565,14.51490312,20.08821192,12.35713379,20.61051396,31.0790462,17.85108624,5.535259604,31.60901682,13.33401713,33.91178415,10.86502582
FBgn0022943,1.904718368,37.4196204,44.26887825,106.6573873,33.54315153,6.0507464,55.924223,103.0319381,64.87855406,54.03300253,2.093646724,44.70519917,72.3065799,0.455686327,46.27181174,72.55275133,45.11694072,45.6647017,46.59203708,79.88294799,55.82620016,22.90057106,24.37572251,17.85108624,38.05490978,9.107682813,27.69372788,24.60266693,11.54408994
FBgn0022959,267.6129308,111.6136953,124.3167129,171.0093304,101.2077848,206.1287607,204.4013999,358.5273222,213.8755092,312.5601377,70.66057695,223.9868742,297.677738,253.361598,117.7633638,123.9138357,102.4410244,113.999362,75.30107197,84.9343697,125.2364836,144.2735977,159.0515894,140.3744509,213.1074947,181.0821642,219.4984358,161.5796774,133.0965663
FBgn0022960,4.761795921,49.67777191,40.02391732,30.3884176,30.07317034,43.16199099,63.77323676,76.82728333,4.921821342,52.78608708,19.88964388,40.55729409,43.19613864,105.2635416,13.0373234,23.90587058,19.13552147,29.29556254,20.28878723,32.18812904,28.39511593,37.40426607,9.140895942,17.85108624,26.98439057,42.32393778,13.33401713,25.93254082,20.37192342
FBgn0022981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106863307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0022984,179.0435266,143.2268229,192.8425107,95.33621209,139.3775779,242.4332391,136.7036562,216.1884019,234.4576712,103.0783433,92.12045587,211.543159,128.1798462,254.728657,73.84254483,60.65201226,90.64628492,54.17405578,48.0355081,106.3148058,77.38545485,180.151159,182.2085258,195.5505356,157.0629913,145.722925,155.905431,145.6211907,175.8776055
FBgn0022985,164.7581389,109.0330318,23.6504966,62.56438918,34.69981193,76.23940464,55.59718077,20.84461176,51.45540494,75.23056506,65.94987182,137.8026242,61.97706848,41.92314212,25.43346696,27.24642892,33.48716258,26.37250198,41.1389243,37.35702568,36.98376211,65.64830372,74.95534672,94.93532227,60.88785564,77.14743088,100.5179753,155.5952449,111.3665147
FBgn0022986,119.9972572,102.5813732,89.75060248,156.1130473,123.1843323,91.16457909,111.5214038,227.5040483,15.66034063,81.46514227,246.5269018,209.2387672,103.2951141,22.32863004,79.50630007,35.9110021,64.49990428,38.06474423,38.73313926,70.60242903,79.05060053,77.09858925,91.40895942,77.08423603,59.50404074,125.3645752,96.41520078,64.49888357,107.9711941
FBgn0022987,29.9993143,7.096824558,36.38537938,68.52290244,17.92823616,14.52179136,30.08788606,38.71142183,34.4527494,10.80660051,9.944821941,25.80918715,6.103802199,40.10039681,4.808848795,17.95550105,28.37335943,8.834138593,13.63278193,12.68729174,24.27607134,12.97699027,45.09508665,24.34239033,15.22196391,58.39631921,45.13051951,35.90659498,30.55788512
FBgn0023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.994796856,0.535746048,3.077080876,5.984432496,0
FBgn0023001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080192835,0,0,0,0,0,0,0,0,0,0
FBgn0023023,77.14109392,58.71009407,60.64229897,22.04649905,26.60318914,66.5582104,33.35830846,122.6854292,28.18861314,45.30459443,46.58363962,8.756688497,0,22.78431637,22.33443107,56.68509924,31.17770309,28.71095043,43.14374518,26.07943302,27.51872347,40.45767555,28.64147395,34.89075947,42.20635448,28.93028658,83.08118365,47.87545997,31.91601335
FBgn0023076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,0,0,0.080192835,0,0.087639247,3.053409475,0.609393063,5.679891076,0.69190745,0,7.179855377,1.994810832,0
FBgn0023081,0,1.935497607,82.4735266,0,39.32645352,2.823681653,28.7797171,4.764482687,0,0,34.02175927,1.382635026,0,0,7.159841539,6.889901565,20.7026547,18.1229755,4.25022025,5.756271252,1.051670961,13.74034264,4.26575144,22.7195643,8.994796856,6.964698621,11.28262988,20.61304526,15.61847462
FBgn0023083,168.091396,120.0008516,25.46976557,20.85479639,12.14493417,50.01950357,51.34563165,32.16025814,40.26944735,109.3129205,34.02175927,25.80918715,98.59988168,36.91059252,0.961769759,8.142610941,1.402171832,8.119612678,11.38738256,1.174749235,20.24466599,77.86194162,39.00115602,62.47880184,34.59537252,37.50222335,57.43884302,44.55077525,46.85542385
FBgn0023090,0.476179592,0,2.425691959,4.170959279,1.734990596,0,0.981126719,0.595560336,0.894876608,0,0,0,0.939046492,0.455686327,0.32058992,5.63719219,0.164961392,0.129913803,1.363278193,0.234949847,0.26291774,0,0,0,0,0,0,0.664936944,0
FBgn0023091,0,0,0,0,0,0.403383093,0.32704224,0,0,0,0,0,0,0,0.213726613,0,0,0,0.16038567,0,0.087639247,0,0,0,0,0,0,0,0
FBgn0023094,39.99908574,18.06464433,0,73.28971304,35.85647232,43.56537408,46.43999805,222.1440053,53.69259646,0.415638481,109.3930413,5.069661761,126.7712764,122.1239357,21.90697784,33.3011909,27.30111038,37.67500282,24.37862181,15.62416483,21.73453318,34.3508566,29.25086701,18.66249925,49.12542898,56.78908107,37.95066414,41.89102747,15.61847462
FBgn0023095,29.52313471,28.38729823,46.08814722,19.06724242,16.19324557,65.75144421,64.75436348,49.43150788,29.08348975,71.07418025,37.16222936,11.52195855,24.88473204,45.11294641,0,0,0,0,0,0,0,49.61790397,42.04812133,21.90815129,71.2664674,47.14565221,17.43679163,27.92735165,33.95320569
FBgn0023096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0023097,57.61773064,21.93563954,84.89921856,132.2789943,178.1257012,18.95900539,35.3205619,21.44017209,2.237191519,73.98364961,31.40470086,35.02675399,15.02474388,51.492555,46.59240166,21.29605938,21.44498096,29.88017465,67.84313832,29.83863057,22.52328641,17.55710448,23.76632945,23.53097731,29.06011292,40.18095359,35.89927689,21.94291915,27.84162867
FBgn0023129,24.2851592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.03778976,74.95534672,44.6277156,34.59537252,73.9329546,121.0318478,64.49888357,42.10197506
FBgn0023130,26.18987756,34.83895692,1.819268969,5.958513256,2.313320795,23.39621941,15.04394303,4.168922351,1.342314912,22.86011645,8.374586897,21.20040373,0.469523246,26.42980699,3.526489116,5.428407294,8.330550297,12.73155268,5.854076948,12.92224159,8.062810698,0.763352369,21.93815026,37.3249985,13.14624156,24.10857215,8.205549003,1.329873888,17.65566696
FBgn0023143,22.38044083,10.96781977,106.1240232,23.2382017,21.97654755,88.34089744,68.02478588,88.73849005,75.61707335,85.2058886,32.97493591,98.62796518,7.981895184,51.03686867,7.373568152,20.04335001,31.0952224,36.4408217,35.52542586,32.42307889,29.35914765,72.51847504,67.03323691,28.39945538,29.06011292,61.07504945,31.79650238,60.50926191,35.99039803
FBgn0023167,0,0,0,0.595851326,0,34.69094603,0,0.595560336,27.74117484,31.17288607,17.79599716,30.41797057,28.64091801,0,28.31877624,10.54363724,0.164961392,8.379440283,2.566170717,15.85911467,7.536975217,10.68693316,7.922109816,8.925543119,0,0,0,5.319495552,0
FBgn0023169,89.9979429,89.03288991,87.93133351,52.43491665,5.204971789,161.3532373,171.0430914,30.96913747,20.13472367,121.7820749,44.48999289,72.35789969,29.5799645,41.46745579,58.88168191,17.01596902,58.23137138,34.62202846,24.21823614,36.06480152,42.24211692,64.88495135,83.4868496,53.55325872,87.87224621,86.2551137,77.95271552,76.46774856,94.38991182
FBgn0023170,120.9496164,109.0330318,137.0515957,126.9163323,144.5825497,87.93751435,97.13154522,111.9653432,123.9404102,76.4774805,178.4833832,116.1413422,152.595055,109.8204049,268.4406261,145.1055027,260.5565187,247.1610099,247.715667,248.9293629,147.9350485,90.07557952,113.9565027,129.0146687,103.7861176,144.6514329,114.877686,87.77167661,77.41330898
FBgn0023171,50.95121635,3.225829345,60.64229897,5.36266193,0,4.437214027,51.67267389,0,0,73.98364961,92.64386755,0.460878342,0,128.5035443,11.00692057,44.36679038,3.876592713,2.663232958,28.30807072,11.39506758,12.62005153,61.0681895,14.01604044,53.55325872,42.89826193,33.21625496,42.05343864,36.57153192,6.111577025
FBgn0023172,0,0,0,0,20.24155696,0.806766187,2.943380158,0,4.474383039,1.246915443,0,0,0,0,0.213726613,5.010837502,4.453957585,0.129913803,5.613498443,7.048495411,4.294323089,0,1.828179188,7.302717098,11.76242666,8.036190717,0,3.32468472,4.753448797
FBgn0023174,109.0451266,20.64530781,0,36.34693086,68.82129366,18.95900539,143.244501,35.13805982,27.29373653,110.9754744,88.4565741,89.41039834,77.00181236,1.367058982,48.08848795,55.64117476,40.58050244,74.50556593,36.24716137,29.60368072,35.49389492,24.4272758,53.01719646,40.57065054,35.97918742,62.14654154,27.69372788,31.91697331,34.63226981
FBgn0023175,82.37906943,8.387156296,16.37342072,92.95280679,61.88133127,0,40.55323773,0,95.75179702,0.415638481,11.51505698,3.226148394,57.28183602,21.41725739,33.55507826,88.62918832,48.16872647,52.87491776,32.47809813,82.58487123,64.59012483,55.72472292,29.25086701,31.64510742,70.57455995,39.64520754,63.59300477,54.52482941,93.71084771
FBgn0023177,84.75996739,0.645165869,13.94772876,5.958513256,20.81988716,41.14507552,5.886760316,56.57823191,36.24250261,39.90129417,68.56693022,5.069661761,29.5799645,17.31608044,8.014747991,4.384482814,8.660473081,13.83582,2.485977882,19.5008373,27.86928045,28.24403765,18.28179188,33.26793344,3.459537252,45.53841406,27.69372788,27.26241471,23.76724398
FBgn0023178,0,0,0,0,0,0.403383093,0.32704224,0,0,0,0,0,0,0.911372655,0,0,0,0,0,0,0,288.5471954,289.4617048,245.8581423,256.6976641,330.0195654,260.5261808,196.8213354,249.2165298
FBgn0023179,1660.914417,2101.305235,1816.236854,1105.90006,1754.075493,2156.486017,2138.529206,1949.268979,1965.149031,1608.105283,1150.458875,1633.352844,1611.403781,1387.109181,1100.157741,2249.135291,1204.878007,1174.615648,829.1939129,973.0447914,1534.300292,1883.953646,1889.118495,2078.840134,1902.745489,1863.8605,1857.531155,1279.33868,1296.333393
FBgn0023180,0,0,0,0,0,0,0,44.07146486,25.50398332,0,0,0,0,0,0,0,3.711631321,22.08534648,1.764242368,4.69899694,6.748221997,8.396876057,0,8.114130108,5.535259604,6.428952574,6.154161752,4.654558608,0
