"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P396_Q706G","06G_62862",126323,100664,92846,47108,14136,32972,30.0076420140953,69.9923579859047,615,26,"62862_CB_facs_direct_Plate_2_1","06G"
"P396_Q706H","06H_62862",226329,185122,164585,93691,61380,32311,65.5132296591989,34.4867703408011,1349,27,"62862_CB_facs_direct_Plate_2_1","06H"
"P396_Q707A","07A_62862",213080,189633,175186,92969,54386,38583,58.4990695823339,41.5009304176661,1143,26,"62862_CB_facs_direct_Plate_2_1","07A"
"P396_Q707B","07B_62862",185430,159040,146017,73215,36507,36708,49.8627330465069,50.1372669534931,870,32,"62862_CB_facs_direct_Plate_2_1","07B"
"P396_Q707C","07C_62862",124672,96755,84500,47247,6399,40848,13.5437170614007,86.4562829385993,520,28,"62862_CB_facs_direct_Plate_2_1","07C"
"P396_Q707D","07D_62862",138766,91886,74132,41724,3338,38386,8.00019173617103,91.999808263829,476,27,"62862_CB_facs_direct_Plate_2_1","07D"
"P396_Q707E","07E_62862",321509,279084,253855,140149,106740,33409,76.1617992279645,23.8382007720355,1719,26,"62862_CB_facs_direct_Plate_2_1","07E"
"P396_Q707F","07F_62862",309561,262072,233030,127951,91722,36229,71.6852545114927,28.3147454885073,1543,30,"62862_CB_facs_direct_Plate_2_1","07F"
"P396_Q707G","07G_62862",108638,91057,76313,42081,1726,40355,4.10161355481096,95.898386445189,296,25,"62862_CB_facs_direct_Plate_2_1","07G"
"P396_Q707H","07H_62862",88159,68522,62452,34139,4907,29232,14.3735903219192,85.6264096780808,364,24,"62862_CB_facs_direct_Plate_2_1","07H"
"P396_Q708A","08A_62862",241551,117639,76764,38341,4999,33342,13.0382619128348,86.9617380871652,528,30,"62862_CB_facs_direct_Plate_2_1","08A"
"P396_Q708B","08B_62862",156839,136265,122464,66555,29902,36653,44.928254826835,55.0717451731651,792,26,"62862_CB_facs_direct_Plate_2_1","08B"
"P396_Q708C","08C_62862",383877,293476,263885,147938,109283,38655,73.8708107450418,26.1291892549582,1850,29,"62862_CB_facs_direct_Plate_2_1","08C"
"P396_Q708D","08D_62862",190912,151485,134097,72976,30019,42957,41.1354417890813,58.8645582109187,1008,26,"62862_CB_facs_direct_Plate_2_1","08D"
"P396_Q708E","08E_62862",422145,254709,198846,102891,72119,30772,70.0926222896074,29.9073777103926,1733,31,"62862_CB_facs_direct_Plate_2_1","08E"
"P396_Q708F","08F_62862",195541,168639,155164,83275,48561,34714,58.3140198138697,41.6859801861303,1137,25,"62862_CB_facs_direct_Plate_2_1","08F"
"P396_Q708G","08G_62862",109994,77031,62799,35234,1775,33459,5.03774763012999,94.96225236987,269,22,"62862_CB_facs_direct_Plate_2_1","08G"
"P396_Q708H","08H_62862",145299,97847,84454,43876,13205,30671,30.0961801440423,69.9038198559577,600,30,"62862_CB_facs_direct_Plate_2_1","08H"
"P396_Q709A","09A_62862",102360,87195,79307,44103,2009,42094,4.5552456748974,95.4447543251026,209,28,"62862_CB_facs_direct_Plate_2_1","09A"
"P396_Q709B","09B_62862",275375,146167,111330,57311,26798,30513,46.7589119017292,53.2410880982708,1123,26,"62862_CB_facs_direct_Plate_2_1","09B"
"P396_Q709C","09C_62862",215565,82645,63817,35534,2061,33473,5.80007879777115,94.1999212022289,463,32,"62862_CB_facs_direct_Plate_2_1","09C"
"P396_Q709D","09D_62862",405441,346015,308678,167876,127762,40114,76.1049822488027,23.8950177511973,1878,29,"62862_CB_facs_direct_Plate_2_1","09D"
"P396_Q709E","09E_62862",444973,394013,352241,172487,133469,39018,77.3791648066231,22.6208351933769,1824,31,"62862_CB_facs_direct_Plate_2_1","09E"
"P396_Q709F","09F_62862",256801,176490,145294,71840,40072,31768,55.7795100222717,44.2204899777283,1105,25,"62862_CB_facs_direct_Plate_2_1","09F"
"P396_Q709G","09G_62862",76058,61669,57062,32043,2075,29968,6.47567331398433,93.5243266860157,292,29,"62862_CB_facs_direct_Plate_2_1","09G"
"P396_Q709H","09H_62862",130709,98888,85914,44313,16904,27409,38.1468192178368,61.8531807821632,790,27,"62862_CB_facs_direct_Plate_2_1","09H"
"P396_Q710A","10A_62862",174176,154806,141767,64596,36880,27716,57.093318471732,42.906681528268,900,25,"62862_CB_facs_direct_Plate_2_1","10A"
"P396_Q710B","10B_62862",99153,72775,65278,37130,6577,30553,17.7134392674387,82.2865607325613,369,28,"62862_CB_facs_direct_Plate_2_1","10B"
"P396_Q710C","10C_62862",224328,161258,131598,65410,29136,36274,44.5436477602813,55.4563522397187,865,30,"62862_CB_facs_direct_Plate_2_1","10C"
"P396_Q710D","10D_62862",353786,315293,289541,156039,115911,40128,74.2833522388634,25.7166477611366,1679,27,"62862_CB_facs_direct_Plate_2_1","10D"
"P396_Q710E","10E_62862",179010,122643,99839,50715,21739,28976,42.865030069999,57.134969930001,770,30,"62862_CB_facs_direct_Plate_2_1","10E"
"P396_Q710F","10F_62862",86356,67978,59613,33736,1961,31775,5.81278159829263,94.1872184017074,297,24,"62862_CB_facs_direct_Plate_2_1","10F"
"P396_Q710G","10G_62862",172444,129885,115058,59604,28764,30840,48.2585061405275,51.7414938594725,912,25,"62862_CB_facs_direct_Plate_2_1","10G"
"P396_Q710H","10H_62862",333271,288348,263776,135293,99745,35548,73.7251742514395,26.2748257485605,1688,31,"62862_CB_facs_direct_Plate_2_1","10H"
"P396_Q711A","11A_62862",347698,298348,271194,143995,108890,35105,75.6206812736553,24.3793187263447,1554,27,"62862_CB_facs_direct_Plate_2_1","11A"
"P396_Q711B","11B_62862",153104,102970,82036,43032,12060,30972,28.0256553262688,71.9743446737312,751,27,"62862_CB_facs_direct_Plate_2_1","11B"
"P396_Q711C","11C_62862",117768,71353,53944,28978,2553,26425,8.81013182414245,91.1898681758575,361,27,"62862_CB_facs_direct_Plate_2_1","11C"
"P396_Q711D","11D_62862",322705,266111,242553,131531,96340,35191,73.2450905109822,26.7549094890178,1720,27,"62862_CB_facs_direct_Plate_2_1","11D"
"P396_Q711E","11E_62862",330477,282199,249110,130641,94293,36348,72.1771878659839,27.8228121340161,1618,27,"62862_CB_facs_direct_Plate_2_1","11E"
"P396_Q711F","11F_62862",89548,74988,67459,37524,8280,29244,22.0658778381836,77.9341221618164,400,27,"62862_CB_facs_direct_Plate_2_1","11F"
"P396_Q711G","11G_62862",83089,62661,54668,31170,6265,24905,20.0994546037857,79.9005453962143,513,21,"62862_CB_facs_direct_Plate_2_1","11G"
"P396_Q711H","11H_62862",125380,110166,104482,50461,23417,27044,46.4061354313232,53.5938645686768,694,24,"62862_CB_facs_direct_Plate_2_1","11H"
"P396_Q712A","12A_62862",123639,98622,83334,42367,20478,21889,48.334788868695,51.665211131305,639,25,"62862_CB_facs_direct_Plate_2_1","12A"
"P396_Q712B","12B_62862",228947,202829,187401,102888,76166,26722,74.0280693569707,25.9719306430293,1405,25,"62862_CB_facs_direct_Plate_2_1","12B"
"P396_Q712C","12C_62862",163360,140009,127824,67036,33865,33171,50.517632316964,49.482367683036,902,24,"62862_CB_facs_direct_Plate_2_1","12C"
"P396_Q712D","12D_62862",111329,70467,59680,32633,2521,30112,7.72530873655502,92.274691263445,352,26,"62862_CB_facs_direct_Plate_2_1","12D"
"P396_Q712E","12E_62862",349303,198979,178969,87646,56898,30748,64.9179654519316,35.0820345480684,1206,27,"62862_CB_facs_direct_Plate_2_1","12E"
"P396_Q712F","12F_62862",75089,64260,57618,32573,1725,30848,5.29579713259448,94.7042028674055,210,31,"62862_CB_facs_direct_Plate_2_1","12F"
"P396_Q712G","12G_62862",235675,189418,168564,91094,63112,27982,69.2822798427997,30.7177201572003,1362,23,"62862_CB_facs_direct_Plate_2_1","12G"
"P396_Q712H","12H_62862",79651,56248,48138,26223,1806,24417,6.88708385768219,93.1129161423178,372,26,"62862_CB_facs_direct_Plate_2_1","12H"
