"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P388_Q703F","03F_02232",490283,106122,68676,41295,3924,37371,9.5023610606611,90.4976389393389,371,21,"02232_CB_facs_presort_Plate_3","03F"
"P388_Q703G","03G_02232",203499,152286,109123,55058,11270,43788,20.4693232591086,79.5306767408914,574,28,"02232_CB_facs_presort_Plate_3","03G"
"P388_Q703H","03H_02232",145555,93145,78457,46223,1415,44808,3.0612465655626,96.9387534344374,282,28,"02232_CB_facs_presort_Plate_3","03H"
"P388_Q704A","04A_02232",106462,84483,62525,34278,3065,31213,8.94159519225159,91.0584048077484,328,26,"02232_CB_facs_presort_Plate_3","04A"
"P388_Q704B","04B_02232",335255,227444,182242,95546,57054,38492,59.713645783183,40.286354216817,1278,29,"02232_CB_facs_presort_Plate_3","04B"
"P388_Q704C","04C_02232",151888,111946,101073,56733,6311,50422,11.124037156505,88.875962843495,334,23,"02232_CB_facs_presort_Plate_3","04C"
"P388_Q704D","04D_02232",196237,144296,113410,64191,17924,46267,27.9229175429577,72.0770824570423,666,29,"02232_CB_facs_presort_Plate_3","04D"
"P388_Q704E","04E_02232",163280,122855,104066,60880,4764,56116,7.82522996057819,92.1747700394218,356,24,"02232_CB_facs_presort_Plate_3","04E"
"P388_Q704F","04F_02232",167023,142244,129568,70936,20139,50797,28.3903800609,71.6096199391,569,25,"02232_CB_facs_presort_Plate_3","04F"
"P388_Q704G","04G_02232",145306,98952,79520,47568,10851,36717,22.8115539858729,77.1884460141271,535,29,"02232_CB_facs_presort_Plate_3","04G"
"P388_Q704H","04H_02232",92771,79780,72664,43851,1767,42084,4.02955462817268,95.9704453718273,267,29,"02232_CB_facs_presort_Plate_3","04H"
"P388_Q705A","05A_02232",234622,182165,157602,90037,55023,35014,61.1115430323089,38.8884569676911,1046,28,"02232_CB_facs_presort_Plate_3","05A"
"P388_Q705B","05B_02232",422101,328802,279730,149222,115182,34040,77.1883502432617,22.8116497567383,1666,30,"02232_CB_facs_presort_Plate_3","05B"
"P388_Q705C","05C_02232",179917,153714,127091,71347,29702,41645,41.6303418503932,58.3696581496068,765,29,"02232_CB_facs_presort_Plate_3","05C"
"P388_Q705D","05D_02232",92710,74008,64976,38161,1352,36809,3.54288409632871,96.4571159036713,135,21,"02232_CB_facs_presort_Plate_3","05D"
"P388_Q705E","05E_02232",120348,91466,84939,51578,941,50637,1.82442126488038,98.1755787351196,200,25,"02232_CB_facs_presort_Plate_3","05E"
"P388_Q705F","05F_02232",91208,72998,67844,40867,1138,39729,2.78464286588201,97.215357134118,233,26,"02232_CB_facs_presort_Plate_3","05F"
"P388_Q705G","05G_02232",147672,127469,110378,66879,17958,48921,26.8514780424348,73.1485219575652,394,22,"02232_CB_facs_presort_Plate_3","05G"
"P388_Q705H","05H_02232",313574,278997,254755,138423,97843,40580,70.6840626196514,29.3159373803486,1263,29,"02232_CB_facs_presort_Plate_3","05H"
"P388_Q706A","06A_02232",323454,291326,264130,137344,101277,36067,73.7396609972041,26.2603390027959,1415,24,"02232_CB_facs_presort_Plate_3","06A"
"P388_Q706B","06B_02232",208025,156120,144097,76390,43281,33109,56.6579395208797,43.3420604791203,804,26,"02232_CB_facs_presort_Plate_3","06B"
"P388_Q706C","06C_02232",213347,192191,179609,100418,65398,35020,65.1257742635782,34.8742257364218,1104,28,"02232_CB_facs_presort_Plate_3","06C"
"P388_Q706D","06D_02232",442187,284107,229729,118727,79421,39306,66.8937983777911,33.1062016222089,1580,27,"02232_CB_facs_presort_Plate_3","06D"
"P388_Q706E","06E_02232",172669,128802,110424,62006,11650,50356,18.7885043382898,81.2114956617102,532,23,"02232_CB_facs_presort_Plate_3","06E"
"P388_Q706F","06F_02232",76090,66348,61912,37246,5254,31992,14.1062127476776,85.8937872523224,201,22,"02232_CB_facs_presort_Plate_3","06F"
"P388_Q706G","06G_02232",136680,119721,112356,59681,22394,37287,37.5228297112984,62.4771702887016,561,22,"02232_CB_facs_presort_Plate_3","06G"
"P388_Q706H","06H_02232",400937,354697,323119,192335,151718,40617,78.8821587334598,21.1178412665402,1512,22,"02232_CB_facs_presort_Plate_3","06H"
"P388_Q707A","07A_02232",53631,46159,44808,28376,219,28157,0.771778968142092,99.2282210318579,69,25,"02232_CB_facs_presort_Plate_3","07A"
"P388_Q707B","07B_02232",259822,230766,207253,110520,80830,29690,73.1360839667029,26.8639160332971,1275,23,"02232_CB_facs_presort_Plate_3","07B"
"P388_Q707C","07C_02232",29271,2745,2295,1382,559,823,40.4486251808973,59.5513748191028,116,12,"02232_CB_facs_presort_Plate_3","07C"
"P388_Q707D","07D_02232",190134,163500,145021,85262,48728,36534,57.1508995801178,42.8491004198822,906,25,"02232_CB_facs_presort_Plate_3","07D"
"P388_Q707E","07E_02232",138549,124965,115795,63403,30458,32945,48.0387363373973,51.9612636626027,664,25,"02232_CB_facs_presort_Plate_3","07E"
"P388_Q707F","07F_02232",221177,200542,186239,107669,67576,40093,62.7627265043792,37.2372734956208,1027,20,"02232_CB_facs_presort_Plate_3","07F"
"P388_Q707G","07G_02232",1490742,66647,53556,25255,17778,7477,70.3939813898238,29.6060186101762,636,18,"02232_CB_facs_presort_Plate_3","07G"
"P388_Q707H","07H_02232",131322,120067,112397,60431,28577,31854,47.2886432460161,52.7113567539839,486,20,"02232_CB_facs_presort_Plate_3","07H"
"P388_Q708A","08A_02232",327633,255065,216745,119297,88080,31217,73.8325356044159,26.1674643955841,1455,28,"02232_CB_facs_presort_Plate_3","08A"
"P388_Q708B","08B_02232",86960,77005,71650,44333,9642,34691,21.7490357070354,78.2509642929646,309,25,"02232_CB_facs_presort_Plate_3","08B"
"P388_Q708C","08C_02232",275225,177921,158939,89985,53522,36463,59.4788020225593,40.5211979774407,1047,20,"02232_CB_facs_presort_Plate_3","08C"
"P388_Q708D","08D_02232",122385,104092,96187,54515,17929,36586,32.8881959093827,67.1118040906173,568,27,"02232_CB_facs_presort_Plate_3","08D"
"P388_Q708E","08E_02232",120681,76006,60747,36656,1110,35546,3.02815364469664,96.9718463553034,313,29,"02232_CB_facs_presort_Plate_3","08E"
"P388_Q708F","08F_02232",70902,62074,56994,34782,2525,32257,7.25950204128572,92.7404979587143,162,22,"02232_CB_facs_presort_Plate_3","08F"
"P388_Q708G","08G_02232",68742,59950,54740,33093,1970,31123,5.95292055721754,94.0470794427825,199,23,"02232_CB_facs_presort_Plate_3","08G"
"P388_Q708H","08H_02232",83095,69037,59303,36954,2034,34920,5.5041402825134,94.4958597174866,161,24,"02232_CB_facs_presort_Plate_3","08H"
"P388_Q709A","09A_02232",89702,76096,64369,37909,1062,36847,2.80144556701575,97.1985544329843,156,24,"02232_CB_facs_presort_Plate_3","09A"
"P388_Q709B","09B_02232",119196,67820,55560,33603,1029,32574,3.06222658691188,96.9377734130881,313,24,"02232_CB_facs_presort_Plate_3","09B"
"P388_Q709C","09C_02232",109924,66554,59185,35374,4620,30754,13.0604398710918,86.9395601289082,336,23,"02232_CB_facs_presort_Plate_3","09C"
"P388_Q709D","09D_02232",91902,74225,60532,37177,1870,35307,5.02999166151115,94.9700083384889,242,24,"02232_CB_facs_presort_Plate_3","09D"
"P388_Q709E","09E_02232",288112,254991,216477,115289,80477,34812,69.8045780603527,30.1954219396473,1226,20,"02232_CB_facs_presort_Plate_3","09E"
"P388_Q709F","09F_02232",286985,240372,217062,119453,86280,33173,72.2292449750111,27.7707550249889,1202,24,"02232_CB_facs_presort_Plate_3","09F"
"P388_Q709G","09G_02232",110986,99679,92015,47157,25072,22085,53.1670801789766,46.8329198210234,645,24,"02232_CB_facs_presort_Plate_3","09G"
"P388_Q709H","09H_02232",53069,45499,37440,23473,984,22489,4.19205044093213,95.8079495590679,264,21,"02232_CB_facs_presort_Plate_3","09H"
"P388_Q710A","10A_02232",76226,60364,57506,34131,834,33297,2.44352641293838,97.5564735870616,107,23,"02232_CB_facs_presort_Plate_3","10A"
"P388_Q710B","10B_02232",77754,61713,57003,35377,401,34976,1.1335048195155,98.8664951804845,166,26,"02232_CB_facs_presort_Plate_3","10B"
"P388_Q710C","10C_02232",143491,113736,83081,45376,7416,37960,16.3434414668547,83.6565585331453,352,24,"02232_CB_facs_presort_Plate_3","10C"
"P388_Q710D","10D_02232",272782,243494,214844,116648,76001,40647,65.154138947946,34.845861052054,1101,23,"02232_CB_facs_presort_Plate_3","10D"
"P388_Q710E","10E_02232",103736,83191,75360,44853,3877,40976,8.64379194256794,91.3562080574321,255,26,"02232_CB_facs_presort_Plate_3","10E"
"P388_Q710F","10F_02232",271689,243319,212030,111483,72969,38514,65.4530287128979,34.5469712871021,965,24,"02232_CB_facs_presort_Plate_3","10F"
"P388_Q710G","10G_02232",95889,78131,70039,43344,1261,42083,2.90928386858619,97.0907161314138,205,18,"02232_CB_facs_presort_Plate_3","10G"
"P388_Q710H","10H_02232",107223,94725,89082,49796,15373,34423,30.8719575869548,69.1280424130452,393,21,"02232_CB_facs_presort_Plate_3","10H"
"P388_Q711A","11A_02232",71158,60451,57824,35302,168,35134,0.475893717069854,99.5241062829301,96,24,"02232_CB_facs_presort_Plate_3","11A"
"P388_Q711B","11B_02232",77960,53895,49688,31266,358,30908,1.14501375295849,98.8549862470415,168,20,"02232_CB_facs_presort_Plate_3","11B"
"P388_Q711C","11C_02232",82588,58263,49396,29431,1122,28309,3.81230675138459,96.1876932486154,184,24,"02232_CB_facs_presort_Plate_3","11C"
"P388_Q711D","11D_02232",87604,68058,62505,37477,2138,35339,5.70483229714225,94.2951677028578,224,26,"02232_CB_facs_presort_Plate_3","11D"
"P388_Q711E","11E_02232",92983,77056,72278,42458,445,42013,1.04809458759244,98.9519054124076,211,17,"02232_CB_facs_presort_Plate_3","11E"
"P388_Q711F","11F_02232",57093,50030,48607,29560,363,29197,1.22801082543978,98.7719891745602,68,26,"02232_CB_facs_presort_Plate_3","11F"
"P388_Q711G","11G_02232",57289,48199,42203,26761,938,25823,3.50510070625163,96.4948992937484,121,21,"02232_CB_facs_presort_Plate_3","11G"
"P388_Q711H","11H_02232",34244,24276,23480,13815,111,13704,0.803474484256243,99.1965255157438,72,12,"02232_CB_facs_presort_Plate_3","11H"
"P388_Q712A","12A_02232",72106,59245,55686,33430,2141,31289,6.40442716123243,93.5955728387676,131,28,"02232_CB_facs_presort_Plate_3","12A"
"P388_Q712B","12B_02232",48639,42192,40396,24528,141,24387,0.574853228962818,99.4251467710372,100,21,"02232_CB_facs_presort_Plate_3","12B"
"P388_Q712C","12C_02232",118532,100887,89009,50721,18106,32615,35.6972457167643,64.3027542832357,598,23,"02232_CB_facs_presort_Plate_3","12C"
"P388_Q712D","12D_02232",96744,79103,72881,42571,10398,32173,24.4250781048131,75.5749218951869,362,24,"02232_CB_facs_presort_Plate_3","12D"
"P388_Q712E","12E_ERCC",81938,72481,70962,42066,140,41926,0.332810345647316,99.6671896543527,96,24,"ERCC","12E"
"P388_Q712F","12F_ERCC",65409,57253,55747,33994,127,33867,0.37359534035418,99.6264046596458,76,25,"ERCC","12F"
"P388_Q712G","12G_qRNA",2110818,1911690,1763986,865992,834272,31720,96.3371486110726,3.66285138892738,4497,24,"qRNA_CB_10pg","12G"
"P388_Q712H","12H_qRNA",1845153,1639843,1497293,688391,665857,22534,96.7265696384758,3.27343036152419,4549,26,"qRNA_CB_10pg","12H"
