"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P386_Q508A","08A_02232",98904,71860,58953,45213,3072,42141,6.79450600491009,93.2054939950899,406,24,"02232_CB_facs_presort_Plate_1","08A"
"P386_Q508B","08B_02232",80302,62696,55082,43238,1270,41968,2.93723113927564,97.0627688607244,251,24,"02232_CB_facs_presort_Plate_1","08B"
"P386_Q508C","08C_02232",117883,84647,69498,53329,5826,47503,10.9246376268072,89.0753623731928,488,21,"02232_CB_facs_presort_Plate_1","08C"
"P386_Q508D","08D_02232",317824,240717,199267,140544,102403,38141,72.8618795537341,27.1381204462659,1588,28,"02232_CB_facs_presort_Plate_1","08D"
"P386_Q508E","08E_02232",124079,102894,87224,64549,19603,44946,30.3691769043672,69.6308230956328,679,29,"02232_CB_facs_presort_Plate_1","08E"
"P386_Q508F","08F_02232",307324,274598,247792,179201,141280,37921,78.8388457653696,21.1611542346304,1428,19,"02232_CB_facs_presort_Plate_1","08F"
"P386_Q508G","08G_02232",268998,207778,183100,132259,91345,40914,69.0652431970603,30.9347568029397,1389,24,"02232_CB_facs_presort_Plate_1","08G"
"P386_Q508H","08H_02232",122717,75921,60140,45993,5255,40738,11.425651729611,88.574348270389,760,27,"02232_CB_facs_presort_Plate_1","08H"
"P386_Q509A","09A_02232",187983,95185,63774,44866,3247,41619,7.23710604912406,92.7628939508759,758,29,"02232_CB_facs_presort_Plate_1","09A"
"P386_Q509B","09B_02232",212118,179709,159548,118946,71264,47682,59.9129016528509,40.0870983471491,1073,24,"02232_CB_facs_presort_Plate_1","09B"
"P386_Q509C","09C_02232",315229,280126,249408,190788,145438,45350,76.2301612260729,23.7698387739271,1610,28,"02232_CB_facs_presort_Plate_1","09C"
"P386_Q509D","09D_02232",102000,66893,55448,44306,2170,42136,4.89775651153343,95.1022434884666,470,24,"02232_CB_facs_presort_Plate_1","09D"
"P386_Q509E","09E_02232",101709,63108,55757,42980,957,42023,2.22661703117729,97.7733829688227,330,26,"02232_CB_facs_presort_Plate_1","09E"
"P386_Q509F","09F_02232",246547,196182,172233,120968,76220,44748,63.0083989154156,36.9916010845844,1260,25,"02232_CB_facs_presort_Plate_1","09F"
"P386_Q509G","09G_02232",80307,56164,52022,41301,675,40626,1.63434299411637,98.3656570058836,276,28,"02232_CB_facs_presort_Plate_1","09G"
"P386_Q509H","09H_02232",369392,306968,269754,199170,155100,44070,77.8731736707335,22.1268263292665,1822,26,"02232_CB_facs_presort_Plate_1","09H"
"P386_Q510A","10A_02232",120177,64733,46919,38253,5295,32958,13.8420516037958,86.1579483962042,414,28,"02232_CB_facs_presort_Plate_1","10A"
"P386_Q510B","10B_02232",189579,157896,137278,103287,67038,36249,64.9045862499637,35.0954137500363,1158,28,"02232_CB_facs_presort_Plate_1","10B"
"P386_Q510C","10C_02232",127448,102646,74157,54759,3087,51672,5.63742946364981,94.3625705363502,327,24,"02232_CB_facs_presort_Plate_1","10C"
"P386_Q510D","10D_02232",229623,126520,99547,72641,33715,38926,46.4131826379042,53.5868173620958,1152,26,"02232_CB_facs_presort_Plate_1","10D"
"P386_Q510E","10E_02232",107637,71422,53899,39952,1980,37972,4.95594713656388,95.0440528634361,378,24,"02232_CB_facs_presort_Plate_1","10E"
"P386_Q510F","10F_02232",340044,303168,270542,201363,166471,34892,82.6720897086356,17.3279102913644,1787,28,"02232_CB_facs_presort_Plate_1","10F"
"P386_Q510G","10G_02232",240132,205641,180170,129000,92831,36169,71.962015503876,28.037984496124,1362,22,"02232_CB_facs_presort_Plate_1","10G"
"P386_Q510H","10H_02232",370534,221810,162546,108306,65981,42325,60.9209092755711,39.0790907244289,1439,32,"02232_CB_facs_presort_Plate_1","10H"
"P386_Q511A","11A_02232",136177,115594,102878,74436,39789,34647,53.4539738836047,46.5460261163953,821,23,"02232_CB_facs_presort_Plate_1","11A"
"P386_Q511B","11B_02232",112150,84450,72610,54926,10908,44018,19.8594472563085,80.1405527436915,580,26,"02232_CB_facs_presort_Plate_1","11B"
"P386_Q511C","11C_02232",364471,298258,260867,186205,143782,42423,77.2170457291695,22.7829542708305,1746,29,"02232_CB_facs_presort_Plate_1","11C"
"P386_Q511D","11D_02232",97507,65808,56351,44780,1860,42920,4.15364001786512,95.8463599821349,463,23,"02232_CB_facs_presort_Plate_1","11D"
"P386_Q511E","11E_02232",188903,159856,140932,104596,61532,43064,58.828253470496,41.171746529504,1143,26,"02232_CB_facs_presort_Plate_1","11E"
"P386_Q511F","11F_02232",119941,90059,75008,57194,6865,50329,12.0030073084589,87.9969926915411,617,22,"02232_CB_facs_presort_Plate_1","11F"
"P386_Q511G","11G_02232",109146,88813,75185,59821,2884,56937,4.82104946423497,95.178950535765,311,25,"02232_CB_facs_presort_Plate_1","11G"
"P386_Q511H","11H_02232",139858,104560,88807,64187,19926,44261,31.0436692788259,68.9563307211741,1018,28,"02232_CB_facs_presort_Plate_1","11H"
"P386_Q512A","12A_02232",219375,182390,158819,116080,77407,38673,66.684183321847,33.315816678153,1240,21,"02232_CB_facs_presort_Plate_1","12A"
"P386_Q512B","12B_02232",98439,71489,64014,50012,3871,46141,7.7401423658322,92.2598576341678,452,27,"02232_CB_facs_presort_Plate_1","12B"
"P386_Q512C","12C_02232",130157,99404,88570,67539,22254,45285,32.9498511970861,67.0501488029139,678,23,"02232_CB_facs_presort_Plate_1","12C"
"P386_Q512D","12D_02232",75459,60392,56423,44760,464,44296,1.03663985701519,98.9633601429848,228,23,"02232_CB_facs_presort_Plate_1","12D"
"P386_Q512E","12E_ERCC",86602,58160,52649,41599,493,41106,1.18512464241929,98.8148753575807,269,26,"ERCC","12E"
"P386_Q512F","12F_ERCC",80665,68541,65435,52538,395,52143,0.751836765769538,99.2481632342305,263,25,"ERCC","12F"
"P386_Q512G","12G_qRNA",3085389,2801591,2543980,1663913,1621550,42363,97.4540135211396,2.54598647886037,5607,32,"qRNA_CB_10pg","12G"
"P386_Q512H","12H_qRNA",2573791,2311913,2114526,1362349,1312307,50042,96.3267855740343,3.67321442596574,5182,36,"qRNA_CB_10pg","12H"
