"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P390_Q504E","04E_02232",259399,233765,217919,149758,96469,53289,64.4165921019244,35.5834078980756,1112,25,"02232_CB_facs_direct_Plate_2","04E"
"P390_Q504F","04F_02232",303733,277259,254872,182348,105986,76362,58.1229297826135,41.8770702173865,1191,30,"02232_CB_facs_direct_Plate_2","04F"
"P390_Q504G","04G_02232",161903,150082,140368,96758,44354,52404,45.8401372496331,54.1598627503669,781,24,"02232_CB_facs_direct_Plate_2","04G"
"P390_Q504H","04H_02232",336952,310185,286896,190259,123086,67173,64.6939172391319,35.3060827608681,1227,26,"02232_CB_facs_direct_Plate_2","04H"
"P390_Q505A","05A_02232",113264,96002,89022,65092,7130,57962,10.9537270325078,89.0462729674922,559,24,"02232_CB_facs_direct_Plate_2","05A"
"P390_Q505B","05B_02232",365264,339506,313279,220173,147553,72620,67.01684584395,32.98315415605,1351,26,"02232_CB_facs_direct_Plate_2","05B"
"P390_Q505C","05C_02232",179942,161084,150694,105135,44693,60442,42.5101060541209,57.4898939458791,775,24,"02232_CB_facs_direct_Plate_2","05C"
"P390_Q505D","05D_02232",145833,130264,118946,84999,37965,47034,44.665231355663,55.334768644337,903,28,"02232_CB_facs_direct_Plate_2","05D"
"P390_Q505E","05E_02232",262604,235346,215272,147617,80435,67182,54.488981621358,45.511018378642,1057,25,"02232_CB_facs_direct_Plate_2","05E"
"P390_Q505F","05F_02232",283263,245843,219176,143030,59914,83116,41.8891141718521,58.1108858281479,874,28,"02232_CB_facs_direct_Plate_2","05F"
"P390_Q505G","05G_02232",186506,166381,151881,100481,36587,63894,36.4118589584101,63.5881410415899,697,23,"02232_CB_facs_direct_Plate_2","05G"
"P390_Q505H","05H_02232",170277,143185,127419,91359,32526,58833,35.6024037040686,64.3975962959314,694,22,"02232_CB_facs_direct_Plate_2","05H"
"P390_Q506A","06A_02232",135406,118575,110719,82327,8861,73466,10.7631761147619,89.2368238852381,543,22,"02232_CB_facs_direct_Plate_2","06A"
"P390_Q506B","06B_02232",95123,87167,82953,61915,4841,57074,7.81878381652265,92.1812161834773,283,25,"02232_CB_facs_direct_Plate_2","06B"
"P390_Q506C","06C_02232",264706,243457,225117,155824,87346,68478,56.0542663517815,43.9457336482185,1048,26,"02232_CB_facs_direct_Plate_2","06C"
"P390_Q506D","06D_02232",230166,206988,191738,130280,69487,60793,53.3366595026098,46.6633404973902,1029,28,"02232_CB_facs_direct_Plate_2","06D"
"P390_Q506E","06E_02232",216730,198186,185784,123895,60624,63271,48.9317567294887,51.0682432705113,808,24,"02232_CB_facs_direct_Plate_2","06E"
"P390_Q506F","06F_02232",183394,151177,117743,75965,30627,45338,40.3172513657605,59.6827486342395,885,25,"02232_CB_facs_direct_Plate_2","06F"
"P390_Q506G","06G_02232",145896,125236,112613,76711,37344,39367,48.6814146602182,51.3185853397818,894,24,"02232_CB_facs_direct_Plate_2","06G"
"P390_Q506H","06H_02232",71242,60030,53416,37394,21265,16129,56.8674118842595,43.1325881157405,850,23,"02232_CB_facs_direct_Plate_2","06H"
"P390_Q507A","07A_02232",241990,220671,206047,142801,67842,74959,47.508070671774,52.491929328226,847,26,"02232_CB_facs_direct_Plate_2","07A"
"P390_Q507B","07B_02232",97962,88283,84108,63672,4436,59236,6.96695564769443,93.0330443523056,251,27,"02232_CB_facs_direct_Plate_2","07B"
"P390_Q507C","07C_02232",208052,188553,175434,123148,57330,65818,46.5537402150258,53.4462597849742,888,25,"02232_CB_facs_direct_Plate_2","07C"
"P390_Q507D","07D_02232",149303,133828,127173,90031,12517,77514,13.9029889704657,86.0970110295343,440,24,"02232_CB_facs_direct_Plate_2","07D"
"P390_Q507E","07E_02232",146623,132352,125709,85448,26498,58950,31.010673157944,68.989326842056,570,25,"02232_CB_facs_direct_Plate_2","07E"
"P390_Q507F","07F_02232",102927,91800,86558,64747,2311,62436,3.56927734103511,96.4307226589649,200,25,"02232_CB_facs_direct_Plate_2","07F"
"P390_Q507G","07G_02232",243545,220584,203833,136962,73065,63897,53.3469137424979,46.6530862575021,923,28,"02232_CB_facs_direct_Plate_2","07G"
"P390_Q507H","07H_02232",224885,203293,186101,126974,81245,45729,63.9855403468427,36.0144596531573,1215,24,"02232_CB_facs_direct_Plate_2","07H"
"P390_Q508A","08A_02232",118208,100367,93409,68796,2551,66245,3.70806442235014,96.2919355776499,249,26,"02232_CB_facs_direct_Plate_2","08A"
"P390_Q508B","08B_02232",402136,366462,334890,216517,154000,62517,71.1260547670622,28.8739452329378,1620,24,"02232_CB_facs_direct_Plate_2","08B"
"P390_Q508C","08C_02232",143546,120945,111514,79012,13158,65854,16.6531666076039,83.3468333923961,584,25,"02232_CB_facs_direct_Plate_2","08C"
"P390_Q508D","08D_02232",292040,267230,242325,159847,102985,56862,64.4272335420746,35.5727664579254,1221,23,"02232_CB_facs_direct_Plate_2","08D"
"P390_Q508E","08E_02232",161432,147515,133590,98033,26885,71148,27.4244387094142,72.5755612905858,490,24,"02232_CB_facs_direct_Plate_2","08E"
"P390_Q508F","08F_02232",102931,95457,94255,70713,299,70414,0.422835970755024,99.577164029245,121,23,"02232_CB_facs_direct_Plate_2","08F"
"P390_Q508G","08G_02232",199021,173312,161529,102728,40296,62432,39.2259169846585,60.7740830153415,726,25,"02232_CB_facs_direct_Plate_2","08G"
"P390_Q508H","08H_02232",315775,280479,252598,174642,106032,68610,60.7139176143196,39.2860823856804,1317,30,"02232_CB_facs_direct_Plate_2","08H"
"P390_Q509A","09A_02232",207128,155340,136634,98354,12089,86265,12.2913150456514,87.7086849543486,535,27,"02232_CB_facs_direct_Plate_2","09A"
"P390_Q509B","09B_02232",114371,94949,89334,66269,2564,63705,3.86907905657245,96.1309209434275,186,24,"02232_CB_facs_direct_Plate_2","09B"
"P390_Q509C","09C_02232",123578,111344,106732,78435,7092,71343,9.04188181296615,90.9581181870338,368,27,"02232_CB_facs_direct_Plate_2","09C"
"P390_Q509D","09D_02232",547118,504194,465039,332595,273466,59129,82.2219215562471,17.7780784437529,2219,28,"02232_CB_facs_direct_Plate_2","09D"
"P390_Q509E","09E_02232",224442,200410,186884,124597,61749,62848,49.5589781455412,50.4410218544588,901,22,"02232_CB_facs_direct_Plate_2","09E"
"P390_Q509F","09F_02232",110740,97732,94014,69578,1166,68412,1.67581706861364,98.3241829313864,250,21,"02232_CB_facs_direct_Plate_2","09F"
"P390_Q509G","09G_02232",212202,192723,179832,109975,47269,62706,42.9815867242555,57.0184132757445,735,30,"02232_CB_facs_direct_Plate_2","09G"
"P390_Q509H","09H_02232",155465,136864,127377,88310,26089,62221,29.5425206658363,70.4574793341637,561,28,"02232_CB_facs_direct_Plate_2","09H"
"P390_Q510A","10A_02232",84995,73577,70931,56394,3868,52526,6.85888569705997,93.14111430294,291,29,"02232_CB_facs_direct_Plate_2","10A"
"P390_Q510B","10B_02232",151291,136157,127556,89776,32750,57026,36.4796827659954,63.5203172340046,612,23,"02232_CB_facs_direct_Plate_2","10B"
"P390_Q510C","10C_02232",351404,319948,299771,204399,130042,74357,63.6216419845498,36.3783580154502,1282,29,"02232_CB_facs_direct_Plate_2","10C"
"P390_Q510D","10D_02232",106832,91589,86313,64848,1615,63233,2.49043918085369,97.5095608191463,325,28,"02232_CB_facs_direct_Plate_2","10D"
"P390_Q510E","10E_02232",169540,150445,141828,92757,40977,51780,44.1767198162942,55.8232801837058,716,26,"02232_CB_facs_direct_Plate_2","10E"
"P390_Q510F","10F_02232",232870,213416,196186,136235,82764,53471,60.7509083568833,39.2490916431167,1159,30,"02232_CB_facs_direct_Plate_2","10F"
"P390_Q510G","10G_02232",123932,110058,102924,68711,5982,62729,8.70602960224709,91.2939703977529,924,28,"02232_CB_facs_direct_Plate_2","10G"
"P390_Q510H","10H_02232",358188,313859,286001,190881,126682,64199,66.3670035257569,33.6329964742431,1330,22,"02232_CB_facs_direct_Plate_2","10H"
"P390_Q511A","11A_02232",93075,82209,75721,52024,14559,37465,27.9851606950638,72.0148393049362,366,22,"02232_CB_facs_direct_Plate_2","11A"
"P390_Q511B","11B_02232",128723,112922,109307,78342,11861,66481,15.1400270608358,84.8599729391642,326,26,"02232_CB_facs_direct_Plate_2","11B"
"P390_Q511C","11C_02232",258594,230291,212816,145931,83187,62744,57.0043376664314,42.9956623335686,1011,26,"02232_CB_facs_direct_Plate_2","11C"
"P390_Q511D","11D_02232",2289017,2094006,1802629,564871,500679,64192,88.6359894559997,11.3640105440003,1989,28,"02232_CB_facs_direct_Plate_2","11D"
"P390_Q511E","11E_02232",11614135,10452980,9081498,2440475,2389313,51162,97.9036048310267,2.09639516897325,4027,38,"02232_CB_facs_direct_Plate_2","11E"
"P390_Q511F","11F_02232",117408,102640,93586,69079,6380,62699,9.23580248700763,90.7641975129924,348,26,"02232_CB_facs_direct_Plate_2","11F"
"P390_Q511G","11G_02232",114311,101354,91679,67248,1434,65814,2.13240542469665,97.8675945753034,150,21,"02232_CB_facs_direct_Plate_2","11G"
"P390_Q511H","11H_02232",236857,215448,194161,129085,94470,34615,73.1843359026998,26.8156640973002,1670,26,"02232_CB_facs_direct_Plate_2","11H"
"P390_Q512A","12A_02232",192386,170465,152986,103425,79400,24025,76.7706067198453,23.2293932801547,984,22,"02232_CB_facs_direct_Plate_2","12A"
"P390_Q512B","12B_02232",102180,88536,85520,63919,1008,62911,1.57699588541748,98.4230041145825,242,21,"02232_CB_facs_direct_Plate_2","12B"
"P390_Q512C","12C_02232",198352,176838,166760,114401,54167,60234,47.34836233949,52.65163766051,777,23,"02232_CB_facs_direct_Plate_2","12C"
"P390_Q512D","12D_02232",408315,375779,347832,224432,160968,63464,71.7223925286947,28.2776074713053,1488,21,"02232_CB_facs_direct_Plate_2","12D"
"P390_Q512E","12E_ERCC",91790,78688,76820,57817,221,57596,0.382240517494854,99.6177594825051,150,23,"ERCC","12E"
"P390_Q512F","12F_ERCC",112731,101888,100245,75579,254,75325,0.336072189364771,99.6639278106352,193,26,"ERCC","12F"
"P390_Q512G","12G_qRNA",3603198,3307876,2942242,1775781,1726500,49281,97.2248267100504,2.77517328994961,5496,31,"qRNA_CB_10pg","12G"
"P390_Q512H","12H_qRNA",4157620,3805650,3482649,2049284,1978807,70477,96.5608963911298,3.43910360887022,5449,34,"qRNA_CB_10pg","12H"
