"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P393_Q803A","03A_02232",164197,134496,122268,95071,34342,60729,36.122476885696,63.877523114304,689,26,"02232_CB_facs_direct_Plate_1","03A"
"P393_Q803B","03B_02232",270969,228759,201201,145515,76571,68944,52.6206920248772,47.3793079751228,1207,31,"02232_CB_facs_direct_Plate_1","03B"
"P393_Q803C","03C_02232",113614,92783,82679,68161,3316,64845,4.86495209870747,95.1350479012925,406,27,"02232_CB_facs_direct_Plate_1","03C"
"P393_Q803D","03D_02232",364371,242154,201139,152094,83519,68575,54.9127513248386,45.0872486751614,1460,26,"02232_CB_facs_direct_Plate_1","03D"
"P393_Q803E","03E_02232",168224,119338,108569,89231,5355,83876,6.0012775829028,93.9987224170972,519,30,"02232_CB_facs_direct_Plate_1","03E"
"P393_Q803F","03F_02232",195272,163515,150148,123094,37724,85370,30.6464977984305,69.3535022015695,739,26,"02232_CB_facs_direct_Plate_1","03F"
"P393_Q803G","03G_02232",224427,195333,173576,136766,70523,66243,51.5647163768773,48.4352836231227,1079,28,"02232_CB_facs_direct_Plate_1","03G"
"P393_Q803H","03H_02232",211885,134648,105752,81917,12559,69358,15.3313719984863,84.6686280015137,707,29,"02232_CB_facs_direct_Plate_1","03H"
"P393_Q804A","04A_02232",95661,73658,70143,58413,1628,56785,2.7870508277267,97.2129491722733,261,21,"02232_CB_facs_direct_Plate_1","04A"
"P393_Q804B","04B_02232",212556,194270,178091,128023,63336,64687,49.4723604352343,50.5276395647657,923,23,"02232_CB_facs_direct_Plate_1","04B"
"P393_Q804C","04C_02232",238909,182608,163081,121413,54990,66423,45.2916903461738,54.7083096538262,1060,34,"02232_CB_facs_direct_Plate_1","04C"
"P393_Q804D","04D_02232",131526,108763,97125,76504,22519,53985,29.4350622189689,70.5649377810311,761,27,"02232_CB_facs_direct_Plate_1","04D"
"P393_Q804E","04E_02232",369803,325447,294140,221906,152421,69485,68.6871918740368,31.3128081259632,1540,26,"02232_CB_facs_direct_Plate_1","04E"
"P393_Q804F","04F_02232",375043,339852,308138,214255,125772,88483,58.7020139553336,41.2979860446664,1240,24,"02232_CB_facs_direct_Plate_1","04F"
"P393_Q804G","04G_02232",234214,145982,108886,84261,13480,70781,15.9979112519434,84.0020887480566,804,24,"02232_CB_facs_direct_Plate_1","04G"
"P393_Q804H","04H_02232",156747,109102,99648,83239,966,82273,1.16051370151011,98.8394862984899,403,28,"02232_CB_facs_direct_Plate_1","04H"
"P393_Q805A","05A_02232",70853,56818,52292,43288,1838,41450,4.24598041027537,95.7540195897246,245,22,"02232_CB_facs_direct_Plate_1","05A"
"P393_Q805B","05B_02232",129180,106005,95528,75164,32388,42776,43.0897770209143,56.9102229790857,755,24,"02232_CB_facs_direct_Plate_1","05B"
"P393_Q805C","05C_02232",351531,294652,260558,181586,110677,70909,60.9501833841816,39.0498166158184,1508,27,"02232_CB_facs_direct_Plate_1","05C"
"P393_Q805D","05D_02232",157287,137912,131036,97522,22344,75178,22.9117532454215,77.0882467545784,639,27,"02232_CB_facs_direct_Plate_1","05D"
"P393_Q805E","05E_02232",164709,147708,138943,112027,17212,94815,15.3641532844761,84.6358467155239,635,27,"02232_CB_facs_direct_Plate_1","05E"
"P393_Q805F","05F_02232",244905,198198,179927,137541,63975,73566,46.513403276114,53.486596723886,1056,31,"02232_CB_facs_direct_Plate_1","05F"
"P393_Q805G","05G_02232",173587,138509,117591,94714,6421,88293,6.779356800473,93.220643199527,497,24,"02232_CB_facs_direct_Plate_1","05G"
"P393_Q805H","05H_02232",107025,95915,93701,78470,550,77920,0.700904804383841,99.2990951956162,241,25,"02232_CB_facs_direct_Plate_1","05H"
"P393_Q806A","06A_02232",208187,170405,147140,94261,49811,44450,52.8436999395296,47.1563000604704,988,22,"02232_CB_facs_direct_Plate_1","06A"
"P393_Q806B","06B_02232",771768,440384,306042,185771,118841,66930,63.9717716974124,36.0282283025876,2262,38,"02232_CB_facs_direct_Plate_1","06B"
"P393_Q806C","06C_02232",216638,191690,175191,133828,79016,54812,59.0429506530771,40.9570493469229,1075,27,"02232_CB_facs_direct_Plate_1","06C"
"P393_Q806D","06D_02232",297723,260735,239598,174296,113969,60327,65.3881902051682,34.6118097948318,1540,26,"02232_CB_facs_direct_Plate_1","06D"
"P393_Q806E","06E_02232",143434,128149,116449,96831,7530,89301,7.77643523251851,92.2235647674815,437,24,"02232_CB_facs_direct_Plate_1","06E"
"P393_Q806F","06F_02232",607150,539059,487874,381498,316099,65399,82.8573151104331,17.1426848895669,2106,29,"02232_CB_facs_direct_Plate_1","06F"
"P393_Q806G","06G_02232",620756,555292,500246,373310,289601,83709,77.5765449626316,22.4234550373684,2068,30,"02232_CB_facs_direct_Plate_1","06G"
"P393_Q806H","06H_02232",210659,185609,166378,129169,74536,54633,57.7042479232633,42.2957520767367,1084,25,"02232_CB_facs_direct_Plate_1","06H"
"P393_Q807A","07A_02232",81126,68766,63186,50065,8488,41577,16.9539598521921,83.0460401478079,429,30,"02232_CB_facs_direct_Plate_1","07A"
"P393_Q807B","07B_02232",140580,113138,100256,78878,18511,60367,23.4678871168133,76.5321128831867,761,25,"02232_CB_facs_direct_Plate_1","07B"
"P393_Q807C","07C_02232",155424,99570,80903,65857,2184,63673,3.31627617413487,96.6837238258651,457,27,"02232_CB_facs_direct_Plate_1","07C"
"P393_Q807D","07D_02232",490326,430051,382123,279594,213336,66258,76.3020665679521,23.6979334320479,1990,27,"02232_CB_facs_direct_Plate_1","07D"
"P393_Q807E","07E_02232",510255,427697,370572,264588,175615,88973,66.3730025549156,33.6269974450844,1581,29,"02232_CB_facs_direct_Plate_1","07E"
"P393_Q807F","07F_02232",270592,242405,216470,147146,66154,80992,44.9580688567817,55.0419311432183,971,28,"02232_CB_facs_direct_Plate_1","07F"
"P393_Q807G","07G_02232",215320,191914,169376,121866,47645,74221,39.0962204388427,60.9037795611573,2231,26,"02232_CB_facs_direct_Plate_1","07G"
"P393_Q807H","07H_02232",93230,77013,72652,61217,1163,60054,1.89979907542023,98.1002009245798,192,23,"02232_CB_facs_direct_Plate_1","07H"
"P393_Q808A","08A_02232",82896,66561,60883,49748,8597,41151,17.2810967275066,82.7189032724934,436,21,"02232_CB_facs_direct_Plate_1","08A"
"P393_Q808B","08B_02232",207968,186257,168464,129976,68546,61430,52.7374284483289,47.2625715516711,952,27,"02232_CB_facs_direct_Plate_1","08B"
"P393_Q808C","08C_02232",223756,197223,182980,142584,72305,70279,50.710458396454,49.289541603546,1048,24,"02232_CB_facs_direct_Plate_1","08C"
"P393_Q808D","08D_02232",144515,127421,118203,94839,27698,67141,29.205284745727,70.794715254273,794,19,"02232_CB_facs_direct_Plate_1","08D"
"P393_Q808E","08E_02232",145929,124856,116872,96118,17232,78886,17.9279635448095,82.0720364551905,656,27,"02232_CB_facs_direct_Plate_1","08E"
"P393_Q808F","08F_02232",270006,244255,220358,162339,84526,77813,52.0675869630834,47.9324130369166,1148,23,"02232_CB_facs_direct_Plate_1","08F"
"P393_Q808G","08G_02232",101848,83803,77255,66554,2766,63788,4.15602368001923,95.8439763199808,416,26,"02232_CB_facs_direct_Plate_1","08G"
"P393_Q808H","08H_02232",131716,103845,95168,78541,2459,76082,3.13084885601151,96.8691511439885,484,27,"02232_CB_facs_direct_Plate_1","08H"
"P393_Q809A","09A_02232",206084,189872,173447,132190,94625,37565,71.5825705424011,28.4174294575989,1281,26,"02232_CB_facs_direct_Plate_1","09A"
"P393_Q809B","09B_02232",354074,298204,265614,182531,101657,80874,55.6930055716563,44.3069944283437,1336,25,"02232_CB_facs_direct_Plate_1","09B"
"P393_Q809C","09C_02232",199533,172636,166139,90520,10633,79887,11.7465753424658,88.2534246575343,472,28,"02232_CB_facs_direct_Plate_1","09C"
"P393_Q809D","09D_02232",353460,292663,266998,201414,129370,72044,64.2308876244948,35.7691123755052,1618,31,"02232_CB_facs_direct_Plate_1","09D"
"P393_Q809E","09E_02232",472099,418233,383114,277890,181058,96832,65.1545575587463,34.8454424412537,1489,27,"02232_CB_facs_direct_Plate_1","09E"
"P393_Q809F","09F_02232",257988,228199,204750,142490,76159,66331,53.4486630640747,46.5513369359253,1011,35,"02232_CB_facs_direct_Plate_1","09F"
"P393_Q809G","09G_02232",131269,113516,109491,91297,4199,87098,4.59927489402719,95.4007251059728,334,27,"02232_CB_facs_direct_Plate_1","09G"
"P393_Q809H","09H_02232",151045,129540,120786,99292,19422,79870,19.5604882568586,80.4395117431415,631,26,"02232_CB_facs_direct_Plate_1","09H"
"P393_Q810A","10A_02232",97637,71004,57923,46047,2746,43301,5.96347210458879,94.0365278954112,543,24,"02232_CB_facs_direct_Plate_1","10A"
"P393_Q810B","10B_02232",164713,149217,139546,111190,53310,57880,47.9449590790539,52.0550409209461,950,22,"02232_CB_facs_direct_Plate_1","10B"
"P393_Q810C","10C_02232",539525,478452,426500,325347,255427,69920,78.5090995152867,21.4909004847132,1933,28,"02232_CB_facs_direct_Plate_1","10C"
"P393_Q810D","10D_02232",130866,112439,106441,87708,5233,82475,5.96638847083504,94.033611529165,563,23,"02232_CB_facs_direct_Plate_1","10D"
"P393_Q810E","10E_02232",155415,139503,125037,100786,30972,69814,30.7304585954398,69.2695414045602,685,25,"02232_CB_facs_direct_Plate_1","10E"
"P393_Q810F","10F_02232",597094,497345,421320,310967,233858,77109,75.2034781825724,24.7965218174276,2081,27,"02232_CB_facs_direct_Plate_1","10F"
"P393_Q810G","10G_02232",184188,158902,146112,113435,16222,97213,14.3007008418918,85.6992991581082,679,24,"02232_CB_facs_direct_Plate_1","10G"
"P393_Q810H","10H_02232",447331,393533,356323,265709,188697,77012,71.0164126920804,28.9835873079196,1702,30,"02232_CB_facs_direct_Plate_1","10H"
"P393_Q811A","11A_02232",77556,68212,65188,54574,5700,48874,10.4445340271924,89.5554659728076,323,27,"02232_CB_facs_direct_Plate_1","11A"
"P393_Q811B","11B_02232",349001,312219,282531,211583,140996,70587,66.6386240860561,33.3613759139439,1456,28,"02232_CB_facs_direct_Plate_1","11B"
"P393_Q811C","11C_02232",236193,202676,184863,136163,75178,60985,55.2117682483494,44.7882317516506,1073,23,"02232_CB_facs_direct_Plate_1","11C"
"P393_Q811D","11D_02232",238501,204394,180585,139164,79773,59391,57.3230145727343,42.6769854272657,1260,36,"02232_CB_facs_direct_Plate_1","11D"
"P393_Q811E","11E_02232",305138,274343,251107,187366,117014,70352,62.4520991001569,37.5479008998431,1351,27,"02232_CB_facs_direct_Plate_1","11E"
"P393_Q811F","11F_02232",339693,302952,271309,194837,117808,77029,60.4649014304265,39.5350985695735,1274,31,"02232_CB_facs_direct_Plate_1","11F"
"P393_Q811G","11G_02232",524359,471239,427708,315392,225793,89599,71.5912261566558,28.4087738433442,1669,27,"02232_CB_facs_direct_Plate_1","11G"
"P393_Q811H","11H_02232",106630,94325,91531,77080,354,76726,0.459263103269331,99.5407368967307,234,23,"02232_CB_facs_direct_Plate_1","11H"
"P393_Q812A","12A_02232",98071,79756,72171,55880,10326,45554,18.478883321403,81.521116678597,518,21,"02232_CB_facs_direct_Plate_1","12A"
"P393_Q812B","12B_02232",272465,247357,221271,167962,90161,77801,53.6794036746407,46.3205963253593,1152,23,"02232_CB_facs_direct_Plate_1","12B"
"P393_Q812C","12C_02232",224312,198976,186409,139881,59887,79994,42.8128194679764,57.1871805320237,859,28,"02232_CB_facs_direct_Plate_1","12C"
"P393_Q812D","12D_02232",193461,157153,142212,111019,42374,68645,38.1682414721804,61.8317585278196,1001,26,"02232_CB_facs_direct_Plate_1","12D"
"P393_Q812E","12E_ERCC",117197,91397,86507,72363,610,71753,0.842972237193041,99.157027762807,411,27,"ERCC","12E"
"P393_Q812F","12F_ERCC",125793,95901,90088,75313,727,74586,0.965304794656965,99.034695205343,450,31,"ERCC","12F"
"P393_Q812G","12G_qRNA",4297150,3906612,3555527,2345023,2270375,74648,96.8167476395754,3.18325236042461,5757,43,"qRNA_CB_10pg","12G"
"P393_Q812H","12H_qRNA",4576462,4125098,3730818,2494380,2424841,69539,97.2121729648249,2.78782703517507,5728,42,"qRNA_CB_10pg","12H"
