"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P391_Q602G","02G_62862",195606,175350,161146,133714,67511,66203,50.4891036091958,49.5108963908043,1111,30,"62862_CB_facs_direct_Plate_1_1","02G"
"P391_Q602H","02H_62862",300493,267051,242631,208487,155498,52989,74.5840268218162,25.4159731781838,1845,31,"62862_CB_facs_direct_Plate_1_1","02H"
"P391_Q603A","03A_62862",65253,56738,52129,47506,2623,44883,5.52140782216983,94.4785921778302,381,25,"62862_CB_facs_direct_Plate_1_1","03A"
"P391_Q603B","03B_62862",160503,145230,136551,117070,65983,51087,56.3620056376527,43.6379943623473,1094,29,"62862_CB_facs_direct_Plate_1_1","03B"
"P391_Q603C","03C_62862",163527,142049,131784,111964,46924,65040,41.9098996105891,58.0901003894109,1025,19,"62862_CB_facs_direct_Plate_1_1","03C"
"P391_Q603D","03D_62862",109915,98295,92229,77431,20566,56865,26.5604215365939,73.4395784634061,715,24,"62862_CB_facs_direct_Plate_1_1","03D"
"P391_Q603E","03E_62862",228016,210126,191828,155638,98685,56953,63.4067515645279,36.5932484354721,1477,24,"62862_CB_facs_direct_Plate_1_1","03E"
"P391_Q603F","03F_62862",83416,72269,66868,60788,1699,59089,2.79495953148648,97.2050404685135,315,22,"62862_CB_facs_direct_Plate_1_1","03F"
"P391_Q603G","03G_62862",233338,211719,194403,164919,112295,52624,68.0910022495892,31.9089977504108,1533,24,"62862_CB_facs_direct_Plate_1_1","03G"
"P391_Q603H","03H_62862",84309,76838,71881,62092,13053,49039,21.0220318237454,78.9779681762546,638,27,"62862_CB_facs_direct_Plate_1_1","03H"
"P391_Q604A","04A_62862",97262,86597,81762,73294,5372,67922,7.32938576145387,92.6706142385461,440,24,"62862_CB_facs_direct_Plate_1_1","04A"
"P391_Q604B","04B_62862",50404,35259,25338,21243,8712,12531,41.0111566162971,58.9888433837029,786,18,"62862_CB_facs_direct_Plate_1_1","04B"
"P391_Q604C","04C_62862",172020,153070,142773,122541,58681,63860,47.8868297141365,52.1131702858635,907,27,"62862_CB_facs_direct_Plate_1_1","04C"
"P391_Q604D","04D_62862",147512,134742,125175,104819,39894,64925,38.0598937215581,61.9401062784419,777,27,"62862_CB_facs_direct_Plate_1_1","04D"
"P391_Q604E","04E_62862",91232,81757,78321,69501,13402,56099,19.2831757816434,80.7168242183566,480,20,"62862_CB_facs_direct_Plate_1_1","04E"
"P391_Q604F","04F_62862",147612,131609,120767,102758,57458,45300,55.9158411023959,44.0841588976041,1166,27,"62862_CB_facs_direct_Plate_1_1","04F"
"P391_Q604G","04G_62862",176424,108370,97534,81752,41196,40556,50.3914277326549,49.6085722673451,1047,28,"62862_CB_facs_direct_Plate_1_1","04G"
"P391_Q604H","04H_62862",91766,77592,66820,53678,16111,37567,30.0141585006893,69.9858414993107,718,24,"62862_CB_facs_direct_Plate_1_1","04H"
"P391_Q605A","05A_62862",73505,64125,62174,56360,6433,49927,11.4141234918382,88.5858765081618,359,25,"62862_CB_facs_direct_Plate_1_1","05A"
"P391_Q605B","05B_62862",117835,109511,103591,87709,38850,48859,44.2942001390963,55.7057998609037,809,23,"62862_CB_facs_direct_Plate_1_1","05B"
"P391_Q605C","05C_62862",229241,207918,192370,162154,102429,59725,63.1677294423819,36.8322705576181,1504,21,"62862_CB_facs_direct_Plate_1_1","05C"
"P391_Q605D","05D_62862",183341,164899,148725,123754,77996,45758,63.0250335342696,36.9749664657304,1240,25,"62862_CB_facs_direct_Plate_1_1","05D"
"P391_Q605E","05E_62862",335373,251142,214131,162772,115871,46901,71.1860762293269,28.8139237706731,2144,30,"62862_CB_facs_direct_Plate_1_1","05E"
"P391_Q605F","05F_62862",74329,64154,59939,54452,1238,53214,2.27356203628884,97.7264379637111,235,25,"62862_CB_facs_direct_Plate_1_1","05F"
"P391_Q605G","05G_62862",153815,137810,126334,107258,63520,43738,59.2216897574074,40.7783102425926,1199,24,"62862_CB_facs_direct_Plate_1_1","05G"
"P391_Q605H","05H_62862",380966,346248,313064,248692,205643,43049,82.6898332073408,17.3101667926592,2205,24,"62862_CB_facs_direct_Plate_1_1","05H"
"P391_Q606A","06A_62862",81738,69777,59706,50302,9877,40425,19.6354021708878,80.3645978291122,611,28,"62862_CB_facs_direct_Plate_1_1","06A"
"P391_Q606B","06B_62862",136817,121894,111386,93580,51485,42095,55.0170976704424,44.9829023295576,1061,27,"62862_CB_facs_direct_Plate_1_1","06B"
"P391_Q606C","06C_62862",38532,34764,34053,31742,868,30874,2.73454728750551,97.2654527124945,111,23,"62862_CB_facs_direct_Plate_1_1","06C"
"P391_Q606D","06D_62862",89704,65386,56247,48977,4990,43987,10.1884558057864,89.8115441942136,575,28,"62862_CB_facs_direct_Plate_1_1","06D"
"P391_Q606E","06E_62862",175906,161079,149009,126532,68954,57578,54.4953055353586,45.5046944646414,1066,29,"62862_CB_facs_direct_Plate_1_1","06E"
"P391_Q606F","06F_62862",264757,145760,129749,109072,63354,45718,58.0845679917852,41.9154320082148,1168,25,"62862_CB_facs_direct_Plate_1_1","06F"
"P391_Q606G","06G_62862",110475,99057,93022,81287,46390,34897,57.0693960903958,42.9306039096042,954,24,"62862_CB_facs_direct_Plate_1_1","06G"
"P391_Q606H","06H_62862",63434,58194,55052,50347,3160,47187,6.27644149601764,93.7235585039824,300,27,"62862_CB_facs_direct_Plate_1_1","06H"
"P391_Q607A","07A_62862",64170,57471,56435,51568,254,51314,0.49255352156376,99.5074464784362,194,26,"62862_CB_facs_direct_Plate_1_1","07A"
"P391_Q607B","07B_62862",105108,91959,85807,70119,25823,44296,36.827393431167,63.172606568833,694,22,"62862_CB_facs_direct_Plate_1_1","07B"
"P391_Q607C","07C_62862",100284,91267,85439,75463,26829,48634,35.5525224282098,64.4474775717901,699,24,"62862_CB_facs_direct_Plate_1_1","07C"
"P391_Q607D","07D_62862",105569,93914,86908,74236,25011,49225,33.6912010345385,66.3087989654615,876,25,"62862_CB_facs_direct_Plate_1_1","07D"
"P391_Q607E","07E_62862",222797,199910,185091,153835,96939,56896,63.0149185815972,36.9850814184028,1355,26,"62862_CB_facs_direct_Plate_1_1","07E"
"P391_Q607F","07F_62862",91481,66009,58818,51426,6369,45057,12.384785905962,87.615214094038,686,30,"62862_CB_facs_direct_Plate_1_1","07F"
"P391_Q607G","07G_62862",57009,51315,48272,41099,9520,31579,23.1635806223996,76.8364193776004,454,26,"62862_CB_facs_direct_Plate_1_1","07G"
"P391_Q607H","07H_62862",157083,139472,128071,109038,65273,43765,59.862616702434,40.137383297566,1098,25,"62862_CB_facs_direct_Plate_1_1","07H"
"P391_Q608A","08A_62862",51319,46587,44378,40460,1572,38888,3.88531883341572,96.1146811665843,229,21,"62862_CB_facs_direct_Plate_1_1","08A"
"P391_Q608B","08B_62862",92674,83535,76559,62194,25051,37143,40.2788050294241,59.7211949705759,601,23,"62862_CB_facs_direct_Plate_1_1","08B"
"P391_Q608C","08C_62862",317765,287474,263935,225298,166748,58550,74.0121971788476,25.9878028211524,1750,23,"62862_CB_facs_direct_Plate_1_1","08C"
"P391_Q608D","08D_62862",99435,87926,81294,70104,27615,42489,39.3914755220815,60.6085244779185,773,25,"62862_CB_facs_direct_Plate_1_1","08D"
"P391_Q608E","08E_62862",85946,78867,73719,62008,21860,40148,35.2535156753967,64.7464843246033,572,20,"62862_CB_facs_direct_Plate_1_1","08E"
"P391_Q608F","08F_62862",108948,94006,82309,66843,15364,51479,22.9852041350628,77.0147958649372,586,26,"62862_CB_facs_direct_Plate_1_1","08F"
"P391_Q608G","08G_62862",99456,90664,84075,70627,40316,30311,57.0829852605944,42.9170147394056,943,25,"62862_CB_facs_direct_Plate_1_1","08G"
"P391_Q608H","08H_62862",56469,51260,49930,45363,1091,44272,2.40504375812887,97.5949562418711,225,24,"62862_CB_facs_direct_Plate_1_1","08H"
"P391_Q609A","09A_62862",72773,65805,62540,53507,10331,43176,19.3077541256284,80.6922458743716,441,20,"62862_CB_facs_direct_Plate_1_1","09A"
"P391_Q609B","09B_62862",38354,34960,33076,30953,588,30365,1.89965431460602,98.100345685394,129,23,"62862_CB_facs_direct_Plate_1_1","09B"
"P391_Q609C","09C_62862",111570,102657,91587,78584,20492,58092,26.0765550239234,73.9234449760766,684,25,"62862_CB_facs_direct_Plate_1_1","09C"
"P391_Q609D","09D_62862",107237,95765,89385,77308,20429,56879,26.4254669633156,73.5745330366844,660,29,"62862_CB_facs_direct_Plate_1_1","09D"
"P391_Q609E","09E_62862",101397,87499,80398,70179,30317,39862,43.1995326237193,56.8004673762807,879,25,"62862_CB_facs_direct_Plate_1_1","09E"
"P391_Q609F","09F_62862",119560,109505,102382,83069,39961,43108,48.1057915708628,51.8942084291372,866,23,"62862_CB_facs_direct_Plate_1_1","09F"
"P391_Q609G","09G_62862",551657,492070,424211,298659,250509,48150,83.8779343666188,16.1220656333812,2233,23,"62862_CB_facs_direct_Plate_1_1","09G"
"P391_Q609H","09H_62862",285729,254615,233649,202067,155172,46895,76.7923510518788,23.2076489481212,1768,25,"62862_CB_facs_direct_Plate_1_1","09H"
"P391_Q610A","10A_62862",164532,146064,134496,116398,81414,34984,69.9445007646179,30.0554992353821,1404,28,"62862_CB_facs_direct_Plate_1_1","10A"
"P391_Q610B","10B_62862",118396,106311,99956,84945,48200,36745,56.7425981517452,43.2574018482548,928,24,"62862_CB_facs_direct_Plate_1_1","10B"
"P391_Q610C","10C_62862",154300,112463,96372,80375,18899,61476,23.5135303265941,76.4864696734059,1145,30,"62862_CB_facs_direct_Plate_1_1","10C"
"P391_Q610D","10D_62862",122631,109778,99271,84243,39553,44690,46.951081989008,53.048918010992,851,22,"62862_CB_facs_direct_Plate_1_1","10D"
"P391_Q610E","10E_62862",197724,176110,155611,124872,71136,53736,56.9671343455699,43.0328656544301,1223,24,"62862_CB_facs_direct_Plate_1_1","10E"
"P391_Q610F","10F_62862",122947,107662,95407,79497,39106,40391,49.1917934010088,50.8082065989912,950,28,"62862_CB_facs_direct_Plate_1_1","10F"
"P391_Q610G","10G_62862",55728,51135,45428,40804,1642,39162,4.02411528281541,95.9758847171846,160,23,"62862_CB_facs_direct_Plate_1_1","10G"
"P391_Q610H","10H_62862",59396,51240,44784,39358,1239,38119,3.14802581431983,96.8519741856802,218,25,"62862_CB_facs_direct_Plate_1_1","10H"
"P391_Q611A","11A_62862",152826,139538,127182,106821,72820,34001,68.1701163628874,31.8298836371126,1409,26,"62862_CB_facs_direct_Plate_1_1","11A"
"P391_Q611B","11B_62862",159881,143925,131626,110009,64578,45431,58.7024697979256,41.2975302020744,1100,30,"62862_CB_facs_direct_Plate_1_1","11B"
"P391_Q611C","11C_62862",74240,67100,63345,55922,7913,48009,14.150066163585,85.849933836415,412,25,"62862_CB_facs_direct_Plate_1_1","11C"
"P391_Q611D","11D_62862",162394,145929,134684,109957,66028,43929,60.0489282173941,39.9510717826059,1204,28,"62862_CB_facs_direct_Plate_1_1","11D"
"P391_Q611E","11E_62862",68711,60818,58494,44533,3929,40604,8.82267082837446,91.1773291716255,206,26,"62862_CB_facs_direct_Plate_1_1","11E"
"P391_Q611F","11F_62862",223522,192216,172315,144692,103045,41647,71.2167915295939,28.7832084704061,1547,27,"62862_CB_facs_direct_Plate_1_1","11F"
"P391_Q611G","11G_62862",66049,57916,51212,46558,3330,43228,7.15236908801924,92.8476309119807,394,28,"62862_CB_facs_direct_Plate_1_1","11G"
"P391_Q611H","11H_62862",138789,125028,116117,95819,49801,46018,51.9740343773156,48.0259656226844,993,27,"62862_CB_facs_direct_Plate_1_1","11H"
"P391_Q612A","12A_62862",105030,97576,92069,74988,35739,39249,47.6596255400864,52.3403744599136,820,24,"62862_CB_facs_direct_Plate_1_1","12A"
"P391_Q612B","12B_62862",94938,86121,80471,68170,22294,45876,32.7035352794484,67.2964647205516,673,23,"62862_CB_facs_direct_Plate_1_1","12B"
"P391_Q612C","12C_62862",60267,54978,52875,47048,8336,38712,17.7180751572862,82.2819248427138,344,24,"62862_CB_facs_direct_Plate_1_1","12C"
"P391_Q612D","12D_62862",120667,22162,18405,14422,11687,2735,81.0359173484954,18.9640826515046,598,14,"62862_CB_facs_direct_Plate_1_1","12D"
"P391_Q612E","12E_ERCC",57242,49282,48400,44217,204,44013,0.461361014994233,99.5386389850058,164,24,"ERCC","12E"
"P391_Q612F","12F_ERCC",66162,56404,55329,50413,240,50173,0.476067680955309,99.5239323190447,190,31,"ERCC","12F"
"P391_Q612G","12G_qRNA",2236597,2038837,1848791,1382111,1335702,46409,96.6421654990084,3.3578345009916,5390,39,"qRNA_CB_10pg","12G"
"P391_Q612H","12H_qRNA",2422339,2198113,1983388,1466431,1417408,49023,96.6569855656352,3.34301443436479,5515,33,"qRNA_CB_10pg","12H"
