"","P391_Q601A","P391_Q601B","P391_Q601C","P391_Q601D","P391_Q601E","P391_Q601F","P391_Q601G","P391_Q601H","P391_Q602A","P391_Q602B","P391_Q602C","P391_Q602D","P391_Q602E","P391_Q602F","P391_Q602G","P391_Q602H","P391_Q603A","P391_Q603B","P391_Q603C","P391_Q603D","P391_Q603E","P391_Q603F","P391_Q603G","P391_Q603H","P391_Q604A","P391_Q604B","P391_Q604C","P391_Q604D","P391_Q604E","P391_Q604F","P391_Q604G","P391_Q604H","P391_Q605A","P391_Q605B","P391_Q605C","P391_Q605D","P391_Q605E","P391_Q605F","P391_Q605G","P391_Q605H","P391_Q606A","P391_Q606B","P391_Q606C","P391_Q606D","P391_Q606E","P391_Q606F","P391_Q606G","P391_Q606H","P391_Q607A","P391_Q607B","P391_Q607C","P391_Q607D","P391_Q607E","P391_Q607F","P391_Q607G","P391_Q607H","P391_Q608A","P391_Q608B","P391_Q608C","P391_Q608D","P391_Q608E","P391_Q608F","P391_Q608G","P391_Q608H","P391_Q609A","P391_Q609B","P391_Q609C","P391_Q609D","P391_Q609E","P391_Q609F","P391_Q609G","P391_Q609H","P391_Q610A","P391_Q610B","P391_Q610C","P391_Q610D","P391_Q610E","P391_Q610F","P391_Q610G","P391_Q610H","P391_Q611A","P391_Q611B","P391_Q611C","P391_Q611D","P391_Q611E","P391_Q611F","P391_Q611G","P391_Q611H","P391_Q612A","P391_Q612B","P391_Q612C","P391_Q612D","P391_Q612E","P391_Q612F","P391_Q612G","P391_Q612H"
"ERCC-00002",11007,9074,10105,9466,7632,9425,6911,5644,7722,7381,8337,9051,8194,8307,10723,7407,6831,8211,11060,8345,7505,10263,9003,6400,10625,939,11454,9739,7877,5796,6923,7102,8471,8372,9348,6144,7977,8817,8689,7686,7342,5147,3208,6768,9329,7052,5960,6757,7819,7223,8453,8767,8284,5799,6383,6184,6213,5809,11723,5533,6056,8863,4822,7094,6899,5222,9095,7811,8080,5446,7316,8534,5739,7039,9576,7832,9562,5965,5357,4893,4507,6391,8069,7201,5432,6130,7572,8489,5137,7711,6310,387,7347,7462,7357,6228
"ERCC-00003",692,439,847,270,621,393,427,486,378,453,479,699,422,290,613,836,653,296,320,225,430,379,820,456,658,2,850,774,924,636,343,187,280,169,595,628,162,152,760,118,299,415,80,437,122,435,239,134,337,425,501,738,134,586,201,252,109,522,430,226,374,438,55,440,983,441,494,633,604,386,529,674,249,296,493,743,345,525,976,564,483,923,283,404,351,206,514,229,285,1,669,1,676,439,483,691
"ERCC-00004",4847,5160,3198,2242,5128,3470,2679,2925,5238,5582,4107,4053,3244,3791,3947,3729,4019,3914,4407,4206,4834,5239,4263,4092,5502,1490,5538,6266,4861,2919,3253,2263,4509,3547,5337,4159,2899,5013,3015,3726,2791,3256,2854,3211,4050,2772,2549,4693,4282,3317,3754,3477,4793,3451,1751,3423,3501,3733,3398,3132,2745,3438,2370,4063,3384,2380,5112,3926,3642,3676,3626,3653,2909,2080,3645,3317,4555,2829,3667,2224,3107,2696,3427,2802,2904,3311,2452,3226,3056,4547,2635,224,2944,4272,3084,4087
"ERCC-00009",241,266,554,657,581,778,369,280,580,423,130,763,151,198,605,535,345,304,379,202,458,29,377,389,100,1,496,361,956,713,398,124,693,488,358,403,573,186,531,119,837,329,255,903,85,196,142,788,757,158,291,673,317,153,659,524,200,579,118,603,160,344,425,192,664,152,836,245,284,600,815,799,204,322,161,667,235,433,374,568,309,371,577,784,424,290,268,752,1032,630,496,0,267,17,699,467
"ERCC-00012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00014",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00019",0,52,0,0,0,0,0,0,0,0,0,79,0,0,98,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,76,0,0,0,130,0,0,1,0,0,0,0,0,6,246,0,0,0,0,0,0,234,0,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,1,0,0,0,0,0,0,0,0,0,0
"ERCC-00022",158,132,68,0,0,219,1,111,266,34,100,222,115,0,91,156,240,0,0,0,0,0,170,0,0,0,127,204,126,91,118,0,0,180,0,90,1,0,127,0,22,91,27,88,118,0,0,1,0,67,0,0,111,229,103,140,0,3,0,167,0,245,112,0,89,0,279,0,0,77,262,31,92,0,2,143,1,91,0,155,64,13,135,267,52,98,0,1,52,52,0,0,123,263,40,2
"ERCC-00024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ERCC-00025",0,0,0,0,0,0,0,0,0,74,36,0,63,0,137,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"ERCC-00028",0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00031",0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00034",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,142,0,0,0,0,0,0,0,0
"ERCC-00035",10,1,0,0,0,121,0,52,91,0,0,62,88,0,117,93,0,0,0,0,0,0,0,0,0,0,1,0,122,0,80,0,14,0,0,119,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,8,157,0,0,0,0,0,0,0,0,0,0,0,0,96,25,0,0,139,1,2,0,0,9,0,102,0,0,220,0,82,0,0,1,83,69,0,89,0,168,70,0,117
"ERCC-00039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00042",357,126,17,205,17,195,84,114,120,0,140,0,668,185,181,373,130,506,112,161,0,5,1,1,329,7,42,587,165,170,208,0,431,145,0,161,310,104,0,169,321,74,137,160,161,197,260,467,108,1,4,174,281,0,2,317,0,269,382,273,155,326,144,338,0,182,174,227,313,336,206,34,1,229,312,124,1,197,564,1,0,422,178,151,115,223,56,713,157,2,226,0,128,309,6,2
"ERCC-00043",557,472,0,120,476,106,18,241,547,601,118,359,372,138,362,310,0,109,230,435,0,107,85,173,533,0,703,184,0,63,235,189,304,62,318,328,3,446,125,435,463,99,93,395,225,363,91,519,800,195,117,122,3,46,33,272,78,257,3,89,4,52,111,188,1,112,492,393,2,83,108,753,2,0,163,262,614,534,135,392,76,536,182,89,241,307,0,294,126,205,167,0,285,362,1,91
"ERCC-00044",0,1,0,125,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,1,177,161,0,0,0,0,0,1,70,144,0,0,130,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ERCC-00046",2511,2545,2470,2944,1997,2425,2291,1140,3230,3057,2656,1946,2779,3148,3396,2628,2020,2684,2952,3934,2504,2239,2550,2518,2725,590,2866,2707,2644,1536,1977,2553,2141,2429,2674,2349,2699,1856,2137,2856,1208,2193,1657,2322,2667,2213,1800,1940,1408,2112,1548,1803,2761,2991,1265,2055,1567,1663,2598,2238,1821,3421,1287,2349,1731,1249,2872,2392,2192,2225,2426,1508,2103,1454,3645,2820,2198,1359,2767,2061,1691,1375,2649,2459,2198,1392,2175,2024,1992,1388,1500,247,2838,1367,2650,3295
"ERCC-00048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00051",0,0,0,10,10,0,0,0,0,5,0,0,11,0,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,17,0,0,0,0,0,7,5,0,0,6,0,0,2,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,6,0,0,16,0,14,0,0,0,0,0,0,0,0,0,20,0
"ERCC-00053",1,0,0,0,0,0,0,0,0,0,0,0,0,1,119,110,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,35,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ERCC-00054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0
"ERCC-00057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00058",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00059",0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,138,0,0,100,0,0,0,0,0,82,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,1,0,0,0,0,0,0,68,0,0,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,87,0,0,8,0,0,0,339,1,0
"ERCC-00060",128,83,143,141,164,106,306,237,297,21,88,129,340,190,142,5,112,168,418,137,99,143,372,474,4,1,339,189,189,277,152,104,71,112,197,81,54,347,1,208,386,93,130,130,46,220,228,131,286,228,91,442,74,335,103,212,111,124,105,218,79,65,85,103,111,120,5,233,3,144,205,165,50,61,0,75,149,18,289,226,174,220,0,143,71,63,162,61,453,299,88,1,93,168,329,176
"ERCC-00061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00062",243,0,30,0,0,0,0,1,0,0,0,0,89,0,1,113,0,1,118,8,18,0,110,148,173,1,159,150,0,0,0,2,0,1,0,0,1,0,0,118,0,144,0,110,1,144,0,16,0,109,0,0,1,0,0,0,0,1,0,145,102,0,26,0,0,0,303,0,0,0,0,0,1,364,0,0,2,0,0,0,0,3,0,0,0,129,0,1,0,0,0,0,0,0,151,144
"ERCC-00067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00071",0,2,0,0,0,45,9,0,0,0,2,0,7,122,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,2,110,207,25,0,8,0,0,169,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,1,0,0,0,0,1,0,0,0,0,1,0,100,0,0,7,0,90,0,0,0,0,0,0,86,0,1
"ERCC-00073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00074",23170,15729,17354,15380,19675,18505,11119,13700,18208,18818,15862,16093,13432,18074,24278,16853,15144,17649,21667,19199,20420,18710,17658,16121,21419,7985,17986,21820,19795,14672,12110,9953,16812,15016,21623,14451,12397,17486,11542,12781,12918,13987,11490,14054,20231,17175,10385,15064,17709,13750,15799,15130,17518,15410,9646,13691,12725,11192,17963,15863,13559,13342,8781,13781,14439,9713,19520,20155,9343,15720,15098,14130,11727,10117,20687,12269,15854,12638,9632,11991,11777,15608,14508,15280,12430,14439,12992,13188,13730,15402,11501,833,13418,17419,15336,16101
