"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P387_Q604C","04C_02232",433639,319917,274318,133549,118677,14872,88.8640124598462,11.1359875401538,1530,22,"02232_CB_facs_presort_Plate_2_1","04C"
"P387_Q604D","04D_02232",312865,224512,178472,88317,74033,14284,83.8264433800967,16.1735566199033,1289,16,"02232_CB_facs_presort_Plate_2_1","04D"
"P387_Q604E","04E_02232",334210,258343,220799,102419,87764,14655,85.6911315283297,14.3088684716703,1288,15,"02232_CB_facs_presort_Plate_2_1","04E"
"P387_Q604F","04F_02232",363510,236529,174352,87009,75683,11326,86.982955786183,13.017044213817,1317,19,"02232_CB_facs_presort_Plate_2_1","04F"
"P387_Q604G","04G_02232",296885,223468,185938,92254,80759,11495,87.539835671082,12.460164328918,1221,20,"02232_CB_facs_presort_Plate_2_1","04G"
"P387_Q604H","04H_02232",137698,60589,30567,13824,3306,10518,23.9149305555556,76.0850694444444,545,18,"02232_CB_facs_presort_Plate_2_1","04H"
"P387_Q605A","05A_02232",210647,105202,73873,33481,22449,11032,67.0499686389295,32.9500313610705,964,18,"02232_CB_facs_presort_Plate_2_1","05A"
"P387_Q605B","05B_02232",69383,39810,28261,15099,4043,11056,26.7766077223657,73.2233922776343,373,18,"02232_CB_facs_presort_Plate_2_1","05B"
"P387_Q605C","05C_02232",336480,216496,173146,85357,75388,9969,88.3208172733344,11.6791827266657,1494,21,"02232_CB_facs_presort_Plate_2_1","05C"
"P387_Q605D","05D_02232",169951,94052,71161,33337,22683,10654,68.0415154333023,31.9584845666977,654,16,"02232_CB_facs_presort_Plate_2_1","05D"
"P387_Q605E","05E_02232",450235,355875,293720,145757,132761,12996,91.0837901438696,8.91620985613041,1539,21,"02232_CB_facs_presort_Plate_2_1","05E"
"P387_Q605F","05F_02232",288611,105395,65139,27650,11224,16426,40.5931283905967,59.4068716094033,644,26,"02232_CB_facs_presort_Plate_2_1","05F"
"P387_Q605G","05G_02232",138863,70786,35131,17077,3959,13118,23.1832289043743,76.8167710956257,437,12,"02232_CB_facs_presort_Plate_2_1","05G"
"P387_Q605H","05H_02232",332001,215707,170512,84578,70895,13683,83.8220340987018,16.1779659012982,1199,21,"02232_CB_facs_presort_Plate_2_1","05H"
"P387_Q606A","06A_02232",779167,638764,555675,294801,287725,7076,97.5997367715849,2.4002632284151,2492,18,"02232_CB_facs_presort_Plate_2_1","06A"
"P387_Q606B","06B_02232",110189,42924,24151,12765,1987,10778,15.5660007833921,84.4339992166079,390,18,"02232_CB_facs_presort_Plate_2_1","06B"
"P387_Q606C","06C_02232",130102,81579,66263,34661,26671,7990,76.9481549868729,23.0518450131271,805,17,"02232_CB_facs_presort_Plate_2_1","06C"
"P387_Q606D","06D_02232",968600,308340,95278,19519,9037,10482,46.298478405656,53.701521594344,1548,21,"02232_CB_facs_presort_Plate_2_1","06D"
"P387_Q606E","06E_02232",127888,76712,51910,23348,22440,908,96.1110159328422,3.88898406715779,889,15,"02232_CB_facs_presort_Plate_2_1","06E"
"P387_Q606F","06F_02232",549554,459079,399806,210736,196537,14199,93.2621858628806,6.73781413711943,1879,18,"02232_CB_facs_presort_Plate_2_1","06F"
"P387_Q606G","06G_02232",99751,55907,32588,15718,5734,9984,36.4804682529584,63.5195317470416,444,19,"02232_CB_facs_presort_Plate_2_1","06G"
"P387_Q606H","06H_02232",237953,180067,151730,79952,62734,17218,78.4645787472484,21.5354212527517,1002,19,"02232_CB_facs_presort_Plate_2_1","06H"
"P387_Q607A","07A_02232",107553,40130,23554,10571,1311,9260,12.4018541292215,87.5981458707785,336,17,"02232_CB_facs_presort_Plate_2_1","07A"
"P387_Q607B","07B_02232",237186,85189,39763,15540,4981,10559,32.0527670527671,67.9472329472329,750,24,"02232_CB_facs_presort_Plate_2_1","07B"
"P387_Q607C","07C_02232",162021,113232,93067,45982,35830,10152,77.9217954851899,22.0782045148101,807,18,"02232_CB_facs_presort_Plate_2_1","07C"
"P387_Q607D","07D_02232",222538,137140,106818,53728,42792,10936,79.6456223942823,20.3543776057177,999,18,"02232_CB_facs_presort_Plate_2_1","07D"
"P387_Q607E","07E_02232",417616,241529,176221,73785,60183,13602,81.5653588127668,18.4346411872332,1241,28,"02232_CB_facs_presort_Plate_2_1","07E"
"P387_Q607F","07F_02232",1416896,486444,229869,94812,85951,8861,90.6541366071805,9.34586339281947,2629,39,"02232_CB_facs_presort_Plate_2_1","07F"
"P387_Q607G","07G_02232",97322,39035,20655,10215,1865,8350,18.2574645129711,81.7425354870289,268,16,"02232_CB_facs_presort_Plate_2_1","07G"
"P387_Q607H","07H_02232",549014,434254,372988,189836,176552,13284,93.0023810025496,6.99761899745043,1818,21,"02232_CB_facs_presort_Plate_2_1","07H"
"P387_Q608A","08A_02232",269631,212289,181469,95443,85334,10109,89.4083379608772,10.5916620391228,1302,20,"02232_CB_facs_presort_Plate_2_1","08A"
"P387_Q608B","08B_02232",91474,35272,22784,11259,682,10577,6.05737632116529,93.9426236788347,258,18,"02232_CB_facs_presort_Plate_2_1","08B"
"P387_Q608C","08C_02232",405169,311721,262976,127336,115984,11352,91.085003455425,8.91499654457498,1598,24,"02232_CB_facs_presort_Plate_2_1","08C"
"P387_Q608D","08D_02232",283841,182122,145209,77130,66927,10203,86.7716841695838,13.2283158304162,1338,24,"02232_CB_facs_presort_Plate_2_1","08D"
"P387_Q608E","08E_02232",240411,174055,139723,70315,58276,12039,82.8784754319846,17.1215245680154,1144,15,"02232_CB_facs_presort_Plate_2_1","08E"
"P387_Q608F","08F_02232",399299,264920,218153,99225,82655,16570,83.3005794910557,16.6994205089443,1284,24,"02232_CB_facs_presort_Plate_2_1","08F"
"P387_Q608G","08G_02232",142299,95540,75935,38071,29835,8236,78.3667358356755,21.6332641643246,749,17,"02232_CB_facs_presort_Plate_2_1","08G"
"P387_Q608H","08H_02232",236060,142928,109834,49643,36838,12805,74.2058296235119,25.7941703764881,810,22,"02232_CB_facs_presort_Plate_2_1","08H"
"P387_Q609A","09A_02232",92635,45495,24637,12037,2222,9815,18.4597491069203,81.5402508930797,294,21,"02232_CB_facs_presort_Plate_2_1","09A"
"P387_Q609B","09B_02232",70182,31030,18286,10333,1348,8985,13.0455821155521,86.9544178844479,217,17,"02232_CB_facs_presort_Plate_2_1","09B"
"P387_Q609C","09C_02232",391889,323905,285983,150737,138204,12533,91.6855184858396,8.31448151416043,1646,19,"02232_CB_facs_presort_Plate_2_1","09C"
"P387_Q609D","09D_02232",102813,53016,29230,14542,3231,11311,22.2184018704442,77.7815981295558,296,19,"02232_CB_facs_presort_Plate_2_1","09D"
"P387_Q609E","09E_02232",248853,181893,148795,78918,68927,9991,87.3400238221952,12.6599761778048,1087,14,"02232_CB_facs_presort_Plate_2_1","09E"
"P387_Q609F","09F_02232",304091,219140,180756,88986,75868,13118,85.2583552468928,14.7416447531072,1237,17,"02232_CB_facs_presort_Plate_2_1","09F"
"P387_Q609G","09G_02232",660794,266827,181847,85068,71673,13395,84.2537734518268,15.7462265481732,1805,33,"02232_CB_facs_presort_Plate_2_1","09G"
"P387_Q609H","09H_02232",1156067,703128,521828,248289,234459,13830,94.429878085618,5.57012191438203,2534,26,"02232_CB_facs_presort_Plate_2_1","09H"
"P387_Q610A","10A_02232",655697,517347,444310,245564,238509,7055,97.1270218761708,2.87297812382923,2483,18,"02232_CB_facs_presort_Plate_2_1","10A"
"P387_Q610B","10B_02232",221831,159592,131477,63615,54269,9346,85.3084964237994,14.6915035762006,1079,18,"02232_CB_facs_presort_Plate_2_1","10B"
"P387_Q610C","10C_02232",1699846,523796,153506,32810,21727,11083,66.2206644315757,33.7793355684243,2629,39,"02232_CB_facs_presort_Plate_2_1","10C"
"P387_Q610D","10D_02232",240758,176390,147926,74049,63942,10107,86.3509297897338,13.6490702102662,1152,15,"02232_CB_facs_presort_Plate_2_1","10D"
"P387_Q610E","10E_02232",392701,305867,265831,131989,117642,14347,89.1301547856261,10.8698452143739,1432,17,"02232_CB_facs_presort_Plate_2_1","10E"
"P387_Q610F","10F_02232",261528,125396,82952,38046,27885,10161,73.2928560164012,26.7071439835988,1043,22,"02232_CB_facs_presort_Plate_2_1","10F"
"P387_Q610G","10G_02232",258352,176396,146735,72683,59968,12715,82.5062256648735,17.4937743351265,960,18,"02232_CB_facs_presort_Plate_2_1","10G"
"P387_Q610H","10H_02232",129144,45190,26840,12128,1218,10910,10.0428759894459,89.9571240105541,343,15,"02232_CB_facs_presort_Plate_2_1","10H"
"P387_Q611A","11A_02232",175680,121561,96038,53188,43767,9421,82.2873580506881,17.7126419493119,893,22,"02232_CB_facs_presort_Plate_2_1","11A"
"P387_Q611B","11B_02232",204008,112388,85245,40708,30412,10296,74.7076741672399,25.2923258327601,813,22,"02232_CB_facs_presort_Plate_2_1","11B"
"P387_Q611C","11C_02232",157904,87923,63907,30076,19668,10408,65.3943343529725,34.6056656470275,800,18,"02232_CB_facs_presort_Plate_2_1","11C"
"P387_Q611D","11D_02232",396408,195494,143914,68481,56289,12192,82.196521662943,17.803478337057,1398,18,"02232_CB_facs_presort_Plate_2_1","11D"
"P387_Q611E","11E_02232",274090,194332,161477,81825,70528,11297,86.1937060800489,13.8062939199511,1138,19,"02232_CB_facs_presort_Plate_2_1","11E"
"P387_Q611F","11F_02232",283778,104415,62777,27291,16866,10425,61.8005936022865,38.1994063977135,931,15,"02232_CB_facs_presort_Plate_2_1","11F"
"P387_Q611G","11G_02232",534824,272516,191419,97774,87792,9982,89.7907419150285,10.2092580849715,1779,24,"02232_CB_facs_presort_Plate_2_1","11G"
"P387_Q611H","11H_02232",815885,630761,547767,285581,274429,11152,96.0949783073804,3.90502169261961,2554,23,"02232_CB_facs_presort_Plate_2_1","11H"
"P387_Q612A","12A_02232",135120,75953,55689,27620,21320,6300,77.1904417089066,22.8095582910934,752,20,"02232_CB_facs_presort_Plate_2_1","12A"
"P387_Q612B","12B_02232",110720,48033,28943,13643,2253,11390,16.5139632045738,83.4860367954262,395,20,"02232_CB_facs_presort_Plate_2_1","12B"
"P387_Q612C","12C_02232",138430,46681,25941,13169,2992,10177,22.7200242994912,77.2799757005088,387,18,"02232_CB_facs_presort_Plate_2_1","12C"
"P387_Q612D","12D_02232",273215,185508,149748,76322,65979,10343,86.4482062839024,13.5517937160976,1337,18,"02232_CB_facs_presort_Plate_2_1","12D"
"P387_Q612E","12E_ERCC",113686,44579,28264,13657,1036,12621,7.58585340850846,92.4141465914915,385,17,"ERCC","12E"
"P387_Q612F","12F_ERCC",251028,68564,32604,13420,1621,11799,12.0789865871833,87.9210134128167,512,19,"ERCC","12F"
"P387_Q612G","12G_qRNA",3869684,3425901,3114344,1467063,1453524,13539,99.0771357467266,0.922864253273377,5339,34,"qRNA_CB_10pg","12G"
"P387_Q612H","12H_qRNA",203913,181667,167858,70191,70106,85,99.878901853514,0.121098146486017,1313,10,"qRNA_CB_10pg","12H"
