"","id","total_reads","mapped_reads","genic_reads","total_counts","gene_counts","ERCC_counts","percent_gene","percent_ERCC","gendet","ERCCdet","sample","well"
"P395_Q601A","01A_62862",165446,146611,134332,91604,55548,36056,60.6392733941749,39.3607266058251,1022,32,"62862_CB_facs_presort_Plate_1","01A"
"P395_Q601B","01B_62862",114581,97696,89284,61895,27096,34799,43.7773648921561,56.2226351078439,705,32,"62862_CB_facs_presort_Plate_1","01B"
"P395_Q601C","01C_62862",128165,116251,107918,73549,38645,34904,52.5432024908564,47.4567975091436,834,23,"62862_CB_facs_presort_Plate_1","01C"
"P395_Q601D","01D_62862",112419,97888,89531,60197,29572,30625,49.1253716962639,50.8746283037361,694,29,"62862_CB_facs_presort_Plate_1","01D"
"P395_Q601E","01E_62862",54561,46965,41700,32485,1869,30616,5.75342465753425,94.2465753424658,167,26,"62862_CB_facs_presort_Plate_1","01E"
"P395_Q601F","01F_62862",46662,41544,37419,28872,2578,26294,8.92906622333056,91.0709337766694,219,25,"62862_CB_facs_presort_Plate_1","01F"
"P395_Q601G","01G_62862",25526679,448813,163635,28910,26905,2005,93.0646835005189,6.93531649948115,3470,66,"62862_CB_facs_presort_Plate_1","01G"
"P395_Q601H","01H_62862",196883,170427,152362,107405,77140,30265,71.8216097947023,28.1783902052977,1223,22,"62862_CB_facs_presort_Plate_1","01H"
"P395_Q602A","02A_62862",153823,130633,121344,80329,40910,39419,50.9280583599945,49.0719416400055,829,26,"62862_CB_facs_presort_Plate_1","02A"
"P395_Q602B","02B_62862",262036,156997,134083,91830,49563,42267,53.9725579875858,46.0274420124142,1013,30,"62862_CB_facs_presort_Plate_1","02B"
"P395_Q602C","02C_62862",65845,52129,47319,34093,3204,30889,9.39782360015252,90.6021763998475,223,26,"62862_CB_facs_presort_Plate_1","02C"
"P395_Q602D","02D_62862",191285,173766,157886,112492,78014,34478,69.3507093837784,30.6492906162216,1332,27,"62862_CB_facs_presort_Plate_1","02D"
"P395_Q602E","02E_62862",86005,77164,68734,48733,20387,28346,41.8340754724725,58.1659245275275,661,24,"62862_CB_facs_presort_Plate_1","02E"
"P395_Q602F","02F_62862",142033,121236,111338,75197,39991,35206,53.1816428846896,46.8183571153104,782,25,"62862_CB_facs_presort_Plate_1","02F"
"P395_Q602G","02G_62862",117265,6941,2637,507,453,54,89.3491124260355,10.6508875739645,182,12,"62862_CB_facs_presort_Plate_1","02G"
"P395_Q602H","02H_62862",65095,45585,40298,29961,693,29268,2.31300690898168,97.6869930910183,177,26,"62862_CB_facs_presort_Plate_1","02H"
"P395_Q603A","03A_62862",75942,64721,57984,41965,11809,30156,28.14011676397,71.85988323603,619,23,"62862_CB_facs_presort_Plate_1","03A"
"P395_Q603B","03B_62862",103389,92627,87500,62579,28242,34337,45.1301554834689,54.8698445165311,730,25,"62862_CB_facs_presort_Plate_1","03B"
"P395_Q603C","03C_62862",555145,235398,205435,142892,105708,37184,73.9775494779274,26.0224505220726,1513,28,"62862_CB_facs_presort_Plate_1","03C"
"P395_Q603D","03D_62862",200797,177944,163248,116044,81376,34668,70.1251249526042,29.8748750473958,1412,26,"62862_CB_facs_presort_Plate_1","03D"
"P395_Q603E","03E_62862",45429,37892,36547,27743,609,27134,2.19514832570378,97.8048516742962,219,27,"62862_CB_facs_presort_Plate_1","03E"
"P395_Q603F","03F_62862",121054,103435,94382,63571,33438,30133,52.5994557266678,47.4005442733322,747,27,"62862_CB_facs_presort_Plate_1","03F"
"P395_Q603G","03G_62862",13719,3078,1135,328,272,56,82.9268292682927,17.0731707317073,123,12,"62862_CB_facs_presort_Plate_1","03G"
"P395_Q603H","03H_62862",51864,45697,43031,33044,3258,29786,9.85958116450793,90.1404188354921,763,25,"62862_CB_facs_presort_Plate_1","03H"
"P395_Q604A","04A_62862",234318,208726,194317,135198,93955,41243,69.4943712185092,30.5056287814909,1418,22,"62862_CB_facs_presort_Plate_1","04A"
"P395_Q604B","04B_62862",73564,60744,53420,39413,4906,34507,12.4476695506559,87.5523304493441,373,27,"62862_CB_facs_presort_Plate_1","04B"
"P395_Q604C","04C_62862",145720,129004,118509,77786,43898,33888,56.4343198004782,43.5656801995218,812,25,"62862_CB_facs_presort_Plate_1","04C"
"P395_Q604D","04D_62862",71675,59605,52455,38975,3458,35517,8.8723540731238,91.1276459268762,333,25,"62862_CB_facs_presort_Plate_1","04D"
"P395_Q604E","04E_62862",148502,132012,120960,80691,54358,26333,67.3656293762625,32.6343706237375,1083,24,"62862_CB_facs_presort_Plate_1","04E"
"P395_Q604F","04F_62862",50775,31523,27766,21492,843,20649,3.92238972640983,96.0776102735902,117,23,"62862_CB_facs_presort_Plate_1","04F"
"P395_Q604G","04G_62862",14240,985,371,121,91,30,75.2066115702479,24.7933884297521,68,9,"62862_CB_facs_presort_Plate_1","04G"
"P395_Q604H","04H_62862",157436,139635,127236,85145,62001,23144,72.818133771801,27.181866228199,1266,27,"62862_CB_facs_presort_Plate_1","04H"
"P395_Q605A","05A_62862",203171,183152,168568,112135,79335,32800,70.7495429616088,29.2504570383912,1298,29,"62862_CB_facs_presort_Plate_1","05A"
"P395_Q605B","05B_62862",189728,173866,158319,114995,83594,31401,72.6935953737119,27.3064046262881,1444,27,"62862_CB_facs_presort_Plate_1","05B"
"P395_Q605C","05C_62862",193343,171811,157529,110416,72988,37428,66.1027387335169,33.8972612664831,1162,30,"62862_CB_facs_presort_Plate_1","05C"
"P395_Q605D","05D_62862",51590,44789,41280,31638,764,30874,2.41481762437575,97.5851823756242,190,30,"62862_CB_facs_presort_Plate_1","05D"
"P395_Q605E","05E_62862",40240,32855,29258,21474,1067,20407,4.96879947843904,95.0312005215609,105,24,"62862_CB_facs_presort_Plate_1","05E"
"P395_Q605F","05F_62862",148813,128901,117063,77430,47215,30215,60.9776572387963,39.0223427612037,976,27,"62862_CB_facs_presort_Plate_1","05F"
"P395_Q605G","05G_62862",55032,37465,29529,19318,18985,333,98.2762190702971,1.72378092970287,668,6,"62862_CB_facs_presort_Plate_1","05G"
"P395_Q605H","05H_62862",181079,161307,145494,93191,63372,29819,68.0022748977906,31.9977251022094,1153,25,"62862_CB_facs_presort_Plate_1","05H"
"P395_Q606A","06A_62862",54648,46826,42720,32816,1331,31485,4.05594831789371,95.9440516821063,128,28,"62862_CB_facs_presort_Plate_1","06A"
