"","logFC","logCPM","F","PValue","FDR","mean1","mean2","frac1","frac2"
"FBgn0037835",-6.13472410698455,11.7067355035129,2894.47794065462,2.77070008443892e-39,4.90774105956665e-35,7043.93117398521,100.125567402202,1,1
"nls-tdTomato",-7.32043638378771,11.7063085142944,2430.41321840974,9.03948422148989e-38,8.00581920076252e-34,7105.57614754182,44.3315754187654,1,1
"FBgn0266095",11.6919488426964,9.82559563148471,1607.71993837487,3.29016398088848e-34,1.94262248644926e-30,0.388052183705456,1697.29318208351,0.142857142857143,1
"myr-GFP-p10",-7.68354884462939,12.0495969233574,1367.98180942891,7.94121314670533e-33,3.14313041656893e-29,9029.82382429678,43.7994784672549,1,1
"FBgn0029810",13.5619765895507,9.65853556167089,2185.39594783013,8.87238304231053e-33,3.14313041656893e-29,0,1511.59642068762,0,1
"FBgn0032048",-3.7502196109302,11.4866287788053,1232.33726344981,6.17646761302119e-32,1.82339618049074e-28,5663.95023937099,420.79583232933,1,1
"FBgn0260964",12.9999539557675,9.09815593005606,1713.3564509424,5.48359387517254e-31,1.38758426158473e-27,0,1023.84231912127,0,1
"FBgn0032505",12.8935171141482,8.99210870671765,1643.62604925851,1.10685436241888e-30,2.45071391519071e-27,0,951.017119449801,0,1
"FBgn0267033",-3.17371189861854,11.6378264934877,1032.87660540013,1.95128327526109e-30,3.84034229496663e-27,6057.25339546421,671.152707887144,1,1
"FBgn0032840",12.6059361243632,8.70573551120751,1477.19520796725,6.70895074978163e-30,1.18835644630882e-26,0,779.121588913707,0,1
"FBgn0004244",-2.23323669031675,12.9522738755151,950.239313113917,9.8915955582524e-30,1.59281665566659e-26,13658.9611354512,2904.90360106409,1,1
"FBgn0267252",4.6558416909386,11.9529042998395,924.90033066348,1.67208412953922e-29,2.46813551554402e-26,284.723185388739,7180.4870109513,1,1
"FBgn0004580",6.52925661400435,9.25035388069213,886.030679832251,3.8451004267075e-29,5.23909721986691e-26,12.0845851493295,1127.59945461192,1,1
"FBgn0000121",12.5937867589329,8.69364263850115,1251.55904038512,1.09124782739805e-28,1.38066234047868e-25,0,772.586874873885,0,1
"FBgn0045038",10.5860604602545,7.66730629799391,786.323900676382,3.86319351864843e-28,4.56191645305464e-25,0.120526784004312,377.291262683741,0.142857142857143,1
"FBgn0051451",1.97528575609269,14.2466445431539,764.043186877122,6.72023820070197e-28,7.43972370306463e-25,7581.26460419641,29810.3624836383,1,1
"FBgn0020907",12.4075857108169,8.5083693334364,1093.46395628799,1.04931462895922e-27,1.09332411898557e-24,0,679.024657070284,0,1
"FBgn0039915",12.056513695194,8.15940605293358,1028.90687372114,2.90145119178375e-27,2.85518916444808e-24,0,532.329226106958,0,1
"FBgn0034588",9.07137492757688,9.0247982529078,680.81826213881,6.14574376822547e-27,5.72945049297778e-24,1.68096814684934,971.426980012022,0.285714285714286,1
"FBgn0013672",2.14922177347678,12.809847858514,675.48861924588,7.14268424144698e-27,6.32591829843751e-24,2534.25180030211,11242.0775464481,1,1
"FBgn0015777",7.17571906928145,10.5624829791659,667.186995728236,9.04753859936509e-27,7.63138339097876e-24,19.344790976651,2814.80739704656,0.857142857142857,1
