gene_id,name
FBgn0027108,Inx2
FBgn0265274,Inx3
FBgn0030989,Inx5
FBgn0027107,Inx6
FBgn0027106,Inx7
FBgn0004646,ogre
FBgn0085387,shakB
FBgn0024177,zpg
